Entity,Code,Year,"GDP per capita, PPP (constant 2017 international $)",labor_productivity_per_hour_PennWorldTable_3.Productivity: output per hour worke,country-level-government-spending-vs-income (2).Government Expenditure (IMF base
Uruguay,URY,2002,12824.87305,15.725895,36.81239
Uruguay,URY,2003,12937.42676,15.925493,38.68335
Uruguay,URY,2004,13593.73242,15.562443,37.46256
Uruguay,URY,2005,14606.46582,16.295483,35.61348
Uruguay,URY,2006,15188.64453,16.68038,35.74279
Uruguay,URY,2007,16151.36914,17.82848,34.34122
Uruguay,URY,2008,17266.53125,19.192266,33.29249
Uruguay,URY,2009,17948.42969,20.335516,35.0836
Uruguay,URY,2010,19293.74023,23.218733,35.64678
Uruguay,URY,2011,20231.57227,24.969807,35.53897
Vietnam,VNM,1998,2701.770508,2.0764184,20.90461365
Vietnam,VNM,1999,2797.785645,2.0388327,21.78915943
Vietnam,VNM,2000,2954.98291,2.1008787,23.38184881
Vietnam,VNM,2001,3105.643555,2.3221524,25.30049138
Vietnam,VNM,2002,3269.875488,2.4716961,26.06829152
Vietnam,VNM,2003,3462.880127,2.5970147,29.22531038
Vietnam,VNM,2004,3689.732422,2.7989905,27.89180151
Vietnam,VNM,2005,3931.765381,3.0270452,29.30227553
Vietnam,VNM,2006,4167.107422,3.0816696,29.21073835
Vietnam,VNM,2007,4422.285156,3.380881,31.73400401
Vietnam,VNM,2008,4628.029785,3.399545,30.57187762
Vietnam,VNM,2009,4830.305176,3.2103312,35.71641997
Vietnam,VNM,2010,5089.411133,3.712698,33.97985657
Vietnam,VNM,2011,5352.021973,3.8844273,32.29421738
