Entity,Code,Year,Government Expenditure (IMF based on Mauro et al. (2015))
Portugal,PRT,2000,44.05146
Portugal,PRT,2001,45.38484
Portugal,PRT,2002,45.0844
Portugal,PRT,2003,46.44039
Portugal,PRT,2004,47.23482
Portugal,PRT,2005,48.21901
Portugal,PRT,2006,47.1963
Portugal,PRT,2007,47.36421
Portugal,PRT,2008,47.90389
Portugal,PRT,2009,52.79778
Portugal,PRT,2010,54.37676
Portugal,PRT,2011,52.54629
Qatar,QAT,1990,43.24721147
Qatar,QAT,1991,47.33864078
Qatar,QAT,1992,48.3281909
Qatar,QAT,1993,51.67574981
Qatar,QAT,1994,47.13965375
Qatar,QAT,1995,46.90179084
Qatar,QAT,1996,50.77696855
Qatar,QAT,1997,47.84040024
Qatar,QAT,1998,48.57461124
Qatar,QAT,1999,39.70016852
Qatar,QAT,2000,36.1226952
Qatar,QAT,2001,35.5221374
Qatar,QAT,2002,33.70446162
Qatar,QAT,2003,29.15857944
Qatar,QAT,2004,29.8706911
Qatar,QAT,2005,29.75967814
Qatar,QAT,2006,28.96509261
Qatar,QAT,2007,27.31863864
Qatar,QAT,2008,25.28171858
Qatar,QAT,2009,32.70853928
Qatar,QAT,2010,29.55808313
Qatar,QAT,2011,31.96960605
Romania,ROU,1991,0.039929
Romania,ROU,1992,0.245473
Romania,ROU,1993,0.938324
Romania,ROU,1994,1.35012
Romania,ROU,1995,35.70318
Romania,ROU,1996,34.96516
Romania,ROU,1997,39.0191
Romania,ROU,1998,39.75616
Romania,ROU,1999,44.25237
Romania,ROU,2000,42.50012
Romania,ROU,2001,39.6391
Romania,ROU,2002,37.47183
Romania,ROU,2003,35.05338
Romania,ROU,2004,35.0329
Romania,ROU,2005,34.82769
Romania,ROU,2006,36.377871
Romania,ROU,2007,38.94792
Romania,ROU,2008,39.996834
Romania,ROU,2009,42.63655
Romania,ROU,2010,42.4595
Romania,ROU,2011,36.91435
Russia,RUS,1997,5.03755
Russia,RUS,1998,47.14676
Russia,RUS,1999,42.69921
Russia,RUS,2000,37.18053
Russia,RUS,2001,36.41522
Russia,RUS,2002,38.37087
Russia,RUS,2003,36.62635
Russia,RUS,2004,32.94809
Russia,RUS,2005,33.764175
Russia,RUS,2006,31.887621
Russia,RUS,2007,33.675861
Russia,RUS,2008,34.753782
Russia,RUS,2009,41.985538
Russia,RUS,2010,39.07938
Russia,RUS,2011,37.144233
Rwanda,RWA,1992,29.80999122
Rwanda,RWA,1993,26.34307334
Rwanda,RWA,1994,20.21399052
Rwanda,RWA,1995,23.79971149
Rwanda,RWA,1996,24.81288704
Rwanda,RWA,1997,21.39209769
Rwanda,RWA,1998,20.35911047
Rwanda,RWA,1999,21.78476477
Rwanda,RWA,2000,20.36799787
Rwanda,RWA,2001,22.06243791
Rwanda,RWA,2002,22.70286271
Rwanda,RWA,2003,22.23258946
Rwanda,RWA,2004,22.32233838
Rwanda,RWA,2005,24.07392603
Rwanda,RWA,2006,22.58513591
Rwanda,RWA,2007,23.59558704
Rwanda,RWA,2008,25.29612959
Rwanda,RWA,2009,24.49247633
Rwanda,RWA,2010,26.67164562
Rwanda,RWA,2011,27.42494539
Saint Vincent and the Grenadines,VCT,1990,27.13258851
Saint Vincent and the Grenadines,VCT,1991,29.96229162
Saint Vincent and the Grenadines,VCT,1992,29.58742711
Saint Vincent and the Grenadines,VCT,1993,26.33422086
Saint Vincent and the Grenadines,VCT,1994,26.30151379
Saint Vincent and the Grenadines,VCT,1995,23.86851413
Saint Vincent and the Grenadines,VCT,1996,24.7152206
Saint Vincent and the Grenadines,VCT,1997,30.57550497
Saint Vincent and the Grenadines,VCT,1998,29.64778416
Saint Vincent and the Grenadines,VCT,1999,30.44592489
Saint Vincent and the Grenadines,VCT,2000,28.80476639
Saint Vincent and the Grenadines,VCT,2001,28.29228659
Saint Vincent and the Grenadines,VCT,2002,28.85575045
Saint Vincent and the Grenadines,VCT,2003,29.05489888
Saint Vincent and the Grenadines,VCT,2004,28.06431235
Saint Vincent and the Grenadines,VCT,2005,30.46780717
Saint Vincent and the Grenadines,VCT,2006,29.87646326
Saint Vincent and the Grenadines,VCT,2007,30.63538659
Saint Vincent and the Grenadines,VCT,2008,32.32837329
Saint Vincent and the Grenadines,VCT,2009,35.58330993
Saint Vincent and the Grenadines,VCT,2010,35.85836062
Saint Vincent and the Grenadines,VCT,2011,32.81336208
Sao Tome and Principe,STP,2000,10.79069871
Sao Tome and Principe,STP,2001,53.34028433
Sao Tome and Principe,STP,2002,45.96028287
Sao Tome and Principe,STP,2003,46.73538308
Sao Tome and Principe,STP,2004,54.55207244
Sao Tome and Principe,STP,2005,46.92643732
Sao Tome and Principe,STP,2006,49.79759738
Sao Tome and Principe,STP,2007,40.34773503
Sao Tome and Principe,STP,2008,32.07380041
Sao Tome and Principe,STP,2009,50.37179004
Sao Tome and Principe,STP,2010,49.49247238
Sao Tome and Principe,STP,2011,49.57557252
Saudi Arabia,SAU,1991,1.740710935
Saudi Arabia,SAU,1992,2.898277338
Saudi Arabia,SAU,1993,3.048306886
Saudi Arabia,SAU,1994,2.925540716
Saudi Arabia,SAU,1995,3.514932698
Saudi Arabia,SAU,1996,3.85406032
Saudi Arabia,SAU,1997,3.822605453
Saudi Arabia,SAU,1998,4.465362109
Saudi Arabia,SAU,1999,35.87880347
Saudi Arabia,SAU,2000,38.8093398
Saudi Arabia,SAU,2001,42.70599057
Saudi Arabia,SAU,2002,41.44717483
Saudi Arabia,SAU,2003,38.15847482
Saudi Arabia,SAU,2004,37.53696782
Saudi Arabia,SAU,2005,32.6427815
Saudi Arabia,SAU,2006,31.27366717
Saudi Arabia,SAU,2007,32.91769449
Saudi Arabia,SAU,2008,29.8825012
Saudi Arabia,SAU,2009,40.91299452
Saudi Arabia,SAU,2010,39.18806314
Saudi Arabia,SAU,2011,35.39891551
Senegal,SEN,2000,19.28105625
Senegal,SEN,2001,21.79293852
Senegal,SEN,2002,21.35495059
Senegal,SEN,2003,22.89268937
Senegal,SEN,2004,23.82603814
Senegal,SEN,2005,24.48377325
Senegal,SEN,2006,27.44319446
Senegal,SEN,2007,28.09389705
Senegal,SEN,2008,26.9008926
Senegal,SEN,2009,27.34758252
Senegal,SEN,2010,28.12188802
Senegal,SEN,2011,30.15218017
Serbia,SRB,2000,34.29524956
Serbia,SRB,2001,37.1504191
Serbia,SRB,2002,46.69022214
Serbia,SRB,2003,46.41046406
Serbia,SRB,2004,44.20047027
Serbia,SRB,2005,43.37506355
Serbia,SRB,2006,46.78370106
Serbia,SRB,2007,46.11056482
Serbia,SRB,2008,45.43424646
Serbia,SRB,2009,46.6869972
Serbia,SRB,2010,47.38405885
Serbia,SRB,2011,46.64110501
Seychelles,SYC,1990,54.04910782
Seychelles,SYC,1991,60.12827635
Seychelles,SYC,1992,58.70700522
Seychelles,SYC,1993,68.38471249
Seychelles,SYC,1994,72.26744125
Seychelles,SYC,1995,63.66189496
Seychelles,SYC,1996,69.77359291
Seychelles,SYC,1997,65.38094607
Seychelles,SYC,1998,71.37152469
Seychelles,SYC,1999,66.31028257
Seychelles,SYC,2000,63.46423101
Seychelles,SYC,2001,54.70688502
Seychelles,SYC,2002,64.24592337
Seychelles,SYC,2003,53.48266969
Seychelles,SYC,2004,49.01847216
Seychelles,SYC,2005,46.09266226
Seychelles,SYC,2006,52.48472696
Seychelles,SYC,2007,48.05694897
Seychelles,SYC,2008,36.25482993
Seychelles,SYC,2009,43.17998673
Seychelles,SYC,2010,41.85124916
Seychelles,SYC,2011,38.60337271
Sierra Leone,SLE,2000,34.17318172
Sierra Leone,SLE,2001,25.4935399
Sierra Leone,SLE,2002,25.63919203
Sierra Leone,SLE,2003,22.9171781
Sierra Leone,SLE,2004,22.68405794
Sierra Leone,SLE,2005,21.70663447
Sierra Leone,SLE,2006,20.23775716
Sierra Leone,SLE,2007,14.89339415
Sierra Leone,SLE,2008,18.0350472
Sierra Leone,SLE,2009,18.99350455
Sierra Leone,SLE,2010,22.12841656
Sierra Leone,SLE,2011,23.85263444
Singapore,SGP,1990,20.973186
Singapore,SGP,1991,22.54736379
Singapore,SGP,1992,19.14622447
Singapore,SGP,1993,18.11911716
Singapore,SGP,1994,19.99445593
Singapore,SGP,1995,21.53136078
Singapore,SGP,1996,27.25440955
Singapore,SGP,1997,26.29238862
Singapore,SGP,1998,28.68058397
Singapore,SGP,1999,23.73362722
Singapore,SGP,2000,19.89471381
Singapore,SGP,2001,22.89250711
Singapore,SGP,2002,17.99946267
Singapore,SGP,2003,13.96769067
Singapore,SGP,2004,13.55674641
Singapore,SGP,2005,12.39678807
Singapore,SGP,2006,13.00154995
Singapore,SGP,2007,12.09773609
Singapore,SGP,2008,17.74164931
Singapore,SGP,2009,18.40955756
Singapore,SGP,2010,14.43236143
Singapore,SGP,2011,17.13189794
Slovakia,SVK,1997,40.56973348
Slovakia,SVK,1998,36.81696782
Slovakia,SVK,1999,35.1575285
Slovakia,SVK,2000,39.74006563
Slovakia,SVK,2001,33.71584748
Slovakia,SVK,2002,34.30217868
Slovakia,SVK,2003,30.96400079
Slovakia,SVK,2004,29.99796286
Slovakia,SVK,2005,30.98533285
Slovakia,SVK,2006,30.73243457
Slovakia,SVK,2007,31.75133483
Slovakia,SVK,2008,34.85013277
Slovakia,SVK,2009,42.97373651
Slovakia,SVK,2010,41.3139617
Slovakia,SVK,2011,39.74269371
Slovenia,SVN,1995,41.32143508
Slovenia,SVN,1996,40.47318875
Slovenia,SVN,1997,41.05753977
Slovenia,SVN,1998,42.01458673
Slovenia,SVN,1999,42.47064555
Slovenia,SVN,2000,42.91231048
Slovenia,SVN,2001,43.89434293
Slovenia,SVN,2002,43.46502888
Slovenia,SVN,2003,43.86620989
Slovenia,SVN,2004,43.93963932
Slovenia,SVN,2005,44.0350233
Slovenia,SVN,2006,43.75927757
Slovenia,SVN,2007,41.25753719
Slovenia,SVN,2008,42.36048731
Slovenia,SVN,2009,46.98018018
Slovenia,SVN,2010,48.25138403
Slovenia,SVN,2011,48.48536159
Solomon Islands,SLB,1990,35.24287643
Solomon Islands,SLB,1991,46.21177053
Solomon Islands,SLB,1992,41.20935122
Solomon Islands,SLB,1993,38.99737227
Solomon Islands,SLB,1994,38.03628551
Solomon Islands,SLB,1995,31.12652308
Solomon Islands,SLB,1996,29.99216962
Solomon Islands,SLB,1997,23.53460014
Solomon Islands,SLB,1998,19.21535447
Solomon Islands,SLB,1999,20.16057786
Solomon Islands,SLB,2000,23.59588175
Solomon Islands,SLB,2001,18.16875699
Solomon Islands,SLB,2002,15.4259457
Solomon Islands,SLB,2003,22.89766012
Solomon Islands,SLB,2004,30.33315624
Solomon Islands,SLB,2005,36.43090329
Solomon Islands,SLB,2006,39.51011317
Solomon Islands,SLB,2007,46.07909245
Solomon Islands,SLB,2008,47.82992851
Solomon Islands,SLB,2009,54.37744829
Solomon Islands,SLB,2010,56.77372672
Solomon Islands,SLB,2011,51.56960437
South Africa,ZAF,1990,33.17262
South Africa,ZAF,1991,32.44023
South Africa,ZAF,1992,34.77711
South Africa,ZAF,1993,34.42095
South Africa,ZAF,1994,36.72903
South Africa,ZAF,1995,32.65578
South Africa,ZAF,1996,34.05673
South Africa,ZAF,1997,33.65234
South Africa,ZAF,1998,33.27206
South Africa,ZAF,1999,33.19866
South Africa,ZAF,2000,30.83496
South Africa,ZAF,2001,30.47251
South Africa,ZAF,2002,29.85952
South Africa,ZAF,2003,30.12867
South Africa,ZAF,2004,29.93441
South Africa,ZAF,2005,30.05407
South Africa,ZAF,2006,29.85792
South Africa,ZAF,2007,30.82284
South Africa,ZAF,2008,32.73776
South Africa,ZAF,2009,35.58514
South Africa,ZAF,2010,35.59201
South Africa,ZAF,2011,34.59851
South Korea,KOR,1990,15.858729
South Korea,KOR,1991,15.957729
South Korea,KOR,1992,16.063367
South Korea,KOR,1993,15.496079
South Korea,KOR,1994,15.96705
South Korea,KOR,1995,15.388103
South Korea,KOR,1996,15.893774
South Korea,KOR,1997,15.805069
South Korea,KOR,1998,18.497036
South Korea,KOR,1999,19.10153
South Korea,KOR,2000,19.08819
South Korea,KOR,2001,20.16074
South Korea,KOR,2002,18.8793
South Korea,KOR,2003,21.081352
South Korea,KOR,2004,22.14875
South Korea,KOR,2005,22.04672
South Korea,KOR,2006,22.87232
South Korea,KOR,2007,23.26533
South Korea,KOR,2008,23.7854
South Korea,KOR,2009,24.11116
South Korea,KOR,2010,22.35255
South Korea,KOR,2011,22.497384
Spain,ESP,1990,35.63408
Spain,ESP,1991,33.43848
Spain,ESP,1992,37.08269
Spain,ESP,1993,44.92939
Spain,ESP,1994,36.75779
Spain,ESP,1995,49.59382
Spain,ESP,1996,48.46838
Spain,ESP,1997,46.34299
Spain,ESP,1998,45.29531
Spain,ESP,1999,43.44076
Spain,ESP,2000,42.43597
Spain,ESP,2001,41.71212
Spain,ESP,2002,41.62068
Spain,ESP,2003,40.77946
Spain,ESP,2004,40.93132
Spain,ESP,2005,40.2258
Spain,ESP,2006,39.9897
Spain,ESP,2007,40.82029
Spain,ESP,2008,43.05654
Spain,ESP,2009,48.03056
Spain,ESP,2010,47.53594
Spain,ESP,2011,46.29512
Sri Lanka,LKA,1990,36.20257891
Sri Lanka,LKA,1991,36.98914759
Sri Lanka,LKA,1992,33.1401173
Sri Lanka,LKA,1993,33.26363024
Sri Lanka,LKA,1994,34.86264355
Sri Lanka,LKA,1995,34.99840078
Sri Lanka,LKA,1996,33.68243363
Sri Lanka,LKA,1997,31.53355508
Sri Lanka,LKA,1998,30.68669067
Sri Lanka,LKA,1999,29.83684559
Sri Lanka,LKA,2000,31.29287258
Sri Lanka,LKA,2001,33.03338729
Sri Lanka,LKA,2002,31.75374396
Sri Lanka,LKA,2003,29.7837877
Sri Lanka,LKA,2004,28.53822935
Sri Lanka,LKA,2005,28.74054849
Sri Lanka,LKA,2006,29.41541781
Sri Lanka,LKA,2007,28.62177424
Sri Lanka,LKA,2008,27.40168074
Sri Lanka,LKA,2009,31.26184908
Sri Lanka,LKA,2010,29.13573695
Sri Lanka,LKA,2011,26.84604863
Sudan,SDN,1990,28.55731818
Sudan,SDN,1991,42.69587886
Sudan,SDN,1992,47.22630192
Sudan,SDN,1993,22.29741393
Sudan,SDN,1994,19.76617425
Sudan,SDN,1995,12.7649525
Sudan,SDN,1996,9.422016576
Sudan,SDN,1997,6.982020125
Sudan,SDN,1998,8.169617339
Sudan,SDN,1999,9.176170996
Sudan,SDN,2000,12.20029625
Sudan,SDN,2001,12.53205663
Sudan,SDN,2002,14.22559597
Sudan,SDN,2003,16.76523428
Sudan,SDN,2004,21.96972504
Sudan,SDN,2005,27.52979073
Sudan,SDN,2006,24.9806703
Sudan,SDN,2007,26.33067221
Sudan,SDN,2008,24.41045015
Sudan,SDN,2009,21.5194306
Sudan,SDN,2010,20.14279517
Sudan,SDN,2011,19.18314833
Suriname,SUR,1990,27.055042
Suriname,SUR,1991,31.62043039
Suriname,SUR,1992,28.71922675
Suriname,SUR,1993,22.47852154
Suriname,SUR,1994,17.88232012
Suriname,SUR,1995,21.97067495
Suriname,SUR,1996,26.58605532
Suriname,SUR,1997,24.57087944
Suriname,SUR,1998,35.97471236
Suriname,SUR,1999,26.8227221
Suriname,SUR,2000,29.99906448
Suriname,SUR,2001,27.90872313
Suriname,SUR,2002,26.236082
Suriname,SUR,2003,22.2219931
Suriname,SUR,2004,23.4181954
Suriname,SUR,2005,25.05145726
Suriname,SUR,2006,22.46906237
Suriname,SUR,2007,24.4064335
Suriname,SUR,2008,22.79831674
Suriname,SUR,2009,28.81182117
Suriname,SUR,2010,27.03765984
Suriname,SUR,2011,27.89065633
Sweden,SWE,1990,43.92386098
Sweden,SWE,1991,46.55526489
Sweden,SWE,1992,51.46051131
Sweden,SWE,1993,77.39828
Sweden,SWE,1994,75.78268
Sweden,SWE,1995,70.24977
Sweden,SWE,1996,68.29779
Sweden,SWE,1997,65.8784
Sweden,SWE,1998,63.32514
Sweden,SWE,1999,62.10935
Sweden,SWE,2000,58.55471
Sweden,SWE,2001,57.26162
Sweden,SWE,2002,58.64216
Sweden,SWE,2003,57.90374
Sweden,SWE,2004,55.98159
Sweden,SWE,2005,55.70514
Sweden,SWE,2006,54.43795
Sweden,SWE,2007,52.70869
Sweden,SWE,2008,53.32623
Sweden,SWE,2009,56.21848
Sweden,SWE,2010,53.91806
Sweden,SWE,2011,49.863368
Switzerland,CHE,1990,31.66764
Switzerland,CHE,1991,33.63024
Switzerland,CHE,1992,36.03992
Switzerland,CHE,1993,36.99618
Switzerland,CHE,1994,37.23046
Switzerland,CHE,1995,37.08927
Switzerland,CHE,1996,37.27758
Switzerland,CHE,1997,37.52266
Switzerland,CHE,1998,37.76083
Switzerland,CHE,1999,36.26627
Switzerland,CHE,2000,36.93646
Switzerland,CHE,2001,36.50848
Switzerland,CHE,2002,37.85263
Switzerland,CHE,2003,37.97599
Switzerland,CHE,2004,37.45903
Switzerland,CHE,2005,36.73013
Switzerland,CHE,2006,34.83255
Switzerland,CHE,2007,33.55743
Switzerland,CHE,2008,33.50146
Switzerland,CHE,2009,35.16969
Switzerland,CHE,2010,35.112814
Switzerland,CHE,2011,33.871679
Syria,SYR,1990,28.54752393
Syria,SYR,1991,34.57844937
Syria,SYR,1992,34.85649705
Syria,SYR,1993,30.2215079
Syria,SYR,1994,30.80036067
Syria,SYR,1995,30.40998292
Syria,SYR,1996,28.09105213
Syria,SYR,1997,29.59202971
Syria,SYR,1998,29.38209411
Syria,SYR,1999,28.68774204
Syria,SYR,2000,27.9908777
Syria,SYR,2001,28.61440654
Syria,SYR,2002,29.08078483
Syria,SYR,2003,33.33888805
Syria,SYR,2004,32.19724507
Syria,SYR,2005,29.33113831
Syria,SYR,2006,27.67894315
Syria,SYR,2007,26.52808222
Syria,SYR,2008,23.57232127
Syria,SYR,2009,27.38436271
Syria,SYR,2010,27.41704949
Tajikistan,TJK,1998,17.50707592
Tajikistan,TJK,1999,18.13025912
Tajikistan,TJK,2000,20.48092182
Tajikistan,TJK,2001,19.91759399
Tajikistan,TJK,2002,21.06416714
Tajikistan,TJK,2003,20.32835976
Tajikistan,TJK,2004,21.00045742
Tajikistan,TJK,2005,23.48336035
Tajikistan,TJK,2006,22.4106954
Tajikistan,TJK,2007,28.4565268
Tajikistan,TJK,2008,27.49016271
Tajikistan,TJK,2009,29.14644625
Tajikistan,TJK,2010,26.62904996
Tajikistan,TJK,2011,27.54484032
Tanzania,TZA,1991,19.13984228
Tanzania,TZA,1992,23.95797095
Tanzania,TZA,1993,21.98561138
Tanzania,TZA,1994,23.54309686
Tanzania,TZA,1995,22.64698705
Tanzania,TZA,1996,19.14016355
Tanzania,TZA,1997,17.30854672
Tanzania,TZA,1998,15.90434294
Tanzania,TZA,1999,18.07283145
Tanzania,TZA,2000,17.41072265
Tanzania,TZA,2001,16.78231616
Tanzania,TZA,2002,16.7259377
Tanzania,TZA,2003,19.07179481
Tanzania,TZA,2004,20.80091124
Tanzania,TZA,2005,23.31036199
Tanzania,TZA,2006,24.36357429
Tanzania,TZA,2007,24.28057956
Tanzania,TZA,2008,25.48670037
Tanzania,TZA,2009,27.84343441
Tanzania,TZA,2010,28.41669156
Tanzania,TZA,2011,27.96692365
Thailand,THA,1990,18.40035
Thailand,THA,1991,18.36644
Thailand,THA,1992,18.88617
Thailand,THA,1993,19.561663
Thailand,THA,1994,16.539565
Thailand,THA,1995,15.669851
Thailand,THA,1996,17.981724
Thailand,THA,1997,18.836126
Thailand,THA,1998,18.407347
Thailand,THA,1999,18.929246
Thailand,THA,2000,20.24209
Thailand,THA,2001,21.93466
Thailand,THA,2002,26.53199
Thailand,THA,2003,20.20394
Thailand,THA,2004,21.44233
Thailand,THA,2005,21.85874
Thailand,THA,2006,21.14994
Thailand,THA,2007,21.84766
Thailand,THA,2008,22.57118
Thailand,THA,2009,24.56946
Thailand,THA,2010,24.12305
Thailand,THA,2011,25.74949
Togo,TGO,1990,29.1067645
Togo,TGO,1991,25.53180856
Togo,TGO,1992,22.16189958
Togo,TGO,1993,26.62380323
Togo,TGO,1994,24.2159058
Togo,TGO,1995,22.41521714
Togo,TGO,1996,21.74235226
Togo,TGO,1997,18.60087459
Togo,TGO,1998,21.99162104
Togo,TGO,1999,20.71312888
Togo,TGO,2000,20.62074766
Togo,TGO,2001,18.13327537
Togo,TGO,2002,14.82795499
Togo,TGO,2003,16.97088419
Togo,TGO,2004,18.36342331
Togo,TGO,2005,20.3357317
Togo,TGO,2006,22.1302843
Togo,TGO,2007,22.52685964
Togo,TGO,2008,18.65225893
Togo,TGO,2009,22.17367159
Togo,TGO,2010,23.50718182
Togo,TGO,2011,24.86778651
Tonga,TON,1999,21.10779934
Tonga,TON,2000,20.07286422
Tonga,TON,2001,20.78638862
Tonga,TON,2002,20.96981104
Tonga,TON,2003,19.97561003
Tonga,TON,2004,19.79521886
Tonga,TON,2005,22.75932906
Tonga,TON,2006,24.27094449
Tonga,TON,2007,24.12631026
Tonga,TON,2008,26.55869287
Tonga,TON,2009,30.44569627
Tonga,TON,2010,32.31015258
Tonga,TON,2011,29.81378114
Trinidad and Tobago,TTO,1999,33.97180152
Trinidad and Tobago,TTO,2000,32.68264356
Trinidad and Tobago,TTO,2001,34.20861093
Trinidad and Tobago,TTO,2002,30.63176443
Trinidad and Tobago,TTO,2003,28.65971246
Trinidad and Tobago,TTO,2004,28.94674012
Trinidad and Tobago,TTO,2005,30.18033667
Trinidad and Tobago,TTO,2006,34.32137616
Trinidad and Tobago,TTO,2007,31.6329428
Trinidad and Tobago,TTO,2008,32.61863621
Trinidad and Tobago,TTO,2009,42.48183603
Trinidad and Tobago,TTO,2010,40.98360592
Trinidad and Tobago,TTO,2011,37.20741871
Tunisia,TUN,1991,34.16327885
Tunisia,TUN,1992,32.60229673
Tunisia,TUN,1993,33.69547015
Tunisia,TUN,1994,33.31382072
Tunisia,TUN,1995,34.30610524
Tunisia,TUN,1996,35.83114081
Tunisia,TUN,1997,32.13450055
Tunisia,TUN,1998,31.78730843
Tunisia,TUN,1999,31.98693406
Tunisia,TUN,2000,32.05100328
Tunisia,TUN,2001,31.8621954
Tunisia,TUN,2002,32.58634943
Tunisia,TUN,2003,31.84916307
Tunisia,TUN,2004,31.7723393
Tunisia,TUN,2005,31.82025029
Tunisia,TUN,2006,31.63913664
Tunisia,TUN,2007,31.81095374
Tunisia,TUN,2008,32.60503204
Tunisia,TUN,2009,32.82615403
Tunisia,TUN,2010,32.74274194
Tunisia,TUN,2011,36.57885575
Turkey,TUR,1990,17.24761447
Turkey,TUR,1991,21.15200295
Turkey,TUR,1992,21.0424099
Turkey,TUR,1993,25.35523341
Turkey,TUR,1994,25.06346241
Turkey,TUR,1995,28.5558369
Turkey,TUR,1996,36.5492117
Turkey,TUR,1997,37.69470978
Turkey,TUR,1998,44.10004296
Turkey,TUR,1999,53.59194888
Turkey,TUR,2000,59.49683389
Turkey,TUR,2001,71.47688594
Turkey,TUR,2002,60.1397
Turkey,TUR,2003,56.2531
Turkey,TUR,2004,45.4394
Turkey,TUR,2005,39.7658
Turkey,TUR,2006,38.93598
Turkey,TUR,2007,39.18688
Turkey,TUR,2008,39.26683
Turkey,TUR,2009,43.36778
Turkey,TUR,2010,40.07236
Turkey,TUR,2011,37.35128
Tuvalu,TUV,2004,70.93232057
Tuvalu,TUV,2005,78.79799382
Tuvalu,TUV,2006,84.74487277
Tuvalu,TUV,2007,81.11990764
Tuvalu,TUV,2008,73.69103801
Tuvalu,TUV,2009,93.31788123
Tuvalu,TUV,2010,104.3602765
Tuvalu,TUV,2011,91.33485958
Uganda,UGA,1997,20.6477651
Uganda,UGA,1998,20.01614097
Uganda,UGA,1999,21.94299848
Uganda,UGA,2000,24.07609359
Uganda,UGA,2001,24.16868166
Uganda,UGA,2002,24.93886515
Uganda,UGA,2003,22.91152549
Uganda,UGA,2004,23.17573699
Uganda,UGA,2005,22.29930874
Uganda,UGA,2006,20.40360325
Uganda,UGA,2007,19.86376707
Uganda,UGA,2008,19.54935587
Uganda,UGA,2009,18.86569017
Uganda,UGA,2010,23.42810095
Uganda,UGA,2011,21.689936
Ukraine,UKR,1997,44.02260697
Ukraine,UKR,1998,40.71135302
Ukraine,UKR,1999,29.09993798
Ukraine,UKR,2000,39.78982612
Ukraine,UKR,2001,38.52357139
Ukraine,UKR,2002,39.14215642
Ukraine,UKR,2003,39.84207336
Ukraine,UKR,2004,42.46065741
Ukraine,UKR,2005,44.84829726
Ukraine,UKR,2006,45.22473162
Ukraine,UKR,2007,44.33423291
Ukraine,UKR,2008,47.95083969
Ukraine,UKR,2009,49.71912884
Ukraine,UKR,2010,50.62956726
Ukraine,UKR,2011,47.59311839
United Arab Emirates,ARE,1991,1.540796393
United Arab Emirates,ARE,1992,0.260887165
United Arab Emirates,ARE,1993,0.014783015
United Arab Emirates,ARE,1995,0.002996431
United Arab Emirates,ARE,1996,0.006523227
United Arab Emirates,ARE,1999,24.41565786
United Arab Emirates,ARE,2000,21.90964564
United Arab Emirates,ARE,2001,24.49870007
United Arab Emirates,ARE,2002,21.46245649
United Arab Emirates,ARE,2003,20.32878668
United Arab Emirates,ARE,2004,18.1329361
United Arab Emirates,ARE,2005,15.22483892
United Arab Emirates,ARE,2006,14.68689588
United Arab Emirates,ARE,2007,15.55498722
United Arab Emirates,ARE,2008,17.62757931
United Arab Emirates,ARE,2009,27.21295048
United Arab Emirates,ARE,2010,25.47446192
United Arab Emirates,ARE,2011,23.90840944
United Kingdom,GBR,1990,44.77333
United Kingdom,GBR,1991,45.86778
United Kingdom,GBR,1992,48.01751
United Kingdom,GBR,1993,48.08315
United Kingdom,GBR,1994,47.70392
United Kingdom,GBR,1995,47.4738
United Kingdom,GBR,1996,45.84251
United Kingdom,GBR,1997,44.07473
United Kingdom,GBR,1998,42.9343
United Kingdom,GBR,1999,41.70743
United Kingdom,GBR,2000,39.4775
United Kingdom,GBR,2001,42.49218
United Kingdom,GBR,2002,43.0978
United Kingdom,GBR,2003,44.10147
United Kingdom,GBR,2004,44.91713
United Kingdom,GBR,2005,46.1906
United Kingdom,GBR,2006,46.2337
United Kingdom,GBR,2007,46.10402
United Kingdom,GBR,2008,50.09651
United Kingdom,GBR,2009,53.3387
United Kingdom,GBR,2010,53.44809
United Kingdom,GBR,2011,48.18455
United States,USA,1990,40.58769
United States,USA,1991,41.56056
United States,USA,1992,42.16414
United States,USA,1993,41.49607
United States,USA,1994,40.46213
United States,USA,1995,40.62949
United States,USA,1996,39.94428
United States,USA,1997,38.66108
United States,USA,1998,37.6993
United States,USA,1999,36.90037
United States,USA,2000,36.33888
United States,USA,2001,38.19755
United States,USA,2002,38.73112
United States,USA,2003,38.85277
United States,USA,2004,38.5657
United States,USA,2005,38.96201
United States,USA,2006,38.73298
United States,USA,2007,39.72843
United States,USA,2008,41.82761
United States,USA,2009,45.15777
United States,USA,2010,45.07137
United States,USA,2011,43.72714
Uruguay,URY,1990,22.77408
Uruguay,URY,1991,23.76301
Uruguay,URY,1992,24.96483
Uruguay,URY,1993,29.05135
Uruguay,URY,1994,30.72514
Uruguay,URY,1995,27.55105
Uruguay,URY,1996,27.82648
Uruguay,URY,1997,28.97027
Uruguay,URY,1998,28.68416
Uruguay,URY,1999,34.14585
Uruguay,URY,2000,33.96564
Uruguay,URY,2001,35.90929
Uruguay,URY,2002,36.81239
Uruguay,URY,2003,38.68335
Uruguay,URY,2004,37.46256
Uruguay,URY,2005,35.61348
Uruguay,URY,2006,35.74279
Uruguay,URY,2007,34.34122
Uruguay,URY,2008,33.29249
Uruguay,URY,2009,35.0836
Uruguay,URY,2010,35.64678
Uruguay,URY,2011,35.53897
Uzbekistan,UZB,1992,29.3018018
Uzbekistan,UZB,1993,49.59371933
