Entity,Code,Year,Government Expenditure (IMF based on Mauro et al. (2015))
Kenya,KEN,2006,27.3044825
Kenya,KEN,2007,28.7432107
Kenya,KEN,2008,29.64490828
Kenya,KEN,2009,30.55177178
Kenya,KEN,2010,32.8799025
Kenya,KEN,2011,31.85596316
Kiribati,KIR,1990,103.1538504
Kiribati,KIR,1991,76.02118932
Kiribati,KIR,1992,86.30946012
Kiribati,KIR,1993,70.76089583
Kiribati,KIR,1994,67.2932231
Kiribati,KIR,1995,87.18493288
Kiribati,KIR,1996,84.88827457
Kiribati,KIR,1997,85.42468379
Kiribati,KIR,1998,83.41901551
Kiribati,KIR,1999,85.17023625
Kiribati,KIR,2000,75.1505544
Kiribati,KIR,2001,104.6675429
Kiribati,KIR,2002,100.9667715
Kiribati,KIR,2003,89.24943507
Kiribati,KIR,2004,107.4237747
Kiribati,KIR,2005,103.4486121
Kiribati,KIR,2006,88.62228747
Kiribati,KIR,2007,86.25967996
Kiribati,KIR,2008,89.46094125
Kiribati,KIR,2009,87.57176072
Kiribati,KIR,2010,90.61665046
Kiribati,KIR,2011,91.93608616
Kuwait,KWT,1990,94.80570916
Kuwait,KWT,1991,207.987781
Kuwait,KWT,1992,96.64689575
Kuwait,KWT,1993,69.27866516
Kuwait,KWT,1994,65.9079967
Kuwait,KWT,1995,60.64157716
Kuwait,KWT,1996,48.93906262
Kuwait,KWT,1997,47.15865156
Kuwait,KWT,1998,55.63556064
Kuwait,KWT,1999,47.80603313
Kuwait,KWT,2000,38.63425321
Kuwait,KWT,2001,45.01847233
Kuwait,KWT,2002,43.13164439
Kuwait,KWT,2003,37.69318709
Kuwait,KWT,2004,34.64527108
Kuwait,KWT,2005,28.50196861
Kuwait,KWT,2006,32.32061962
Kuwait,KWT,2007,30.5311467
Kuwait,KWT,2008,40.67048988
Kuwait,KWT,2009,42.4143008
Kuwait,KWT,2010,43.29388808
Kuwait,KWT,2011,38.56994152
Kyrgyzstan,KGZ,2000,31.40065792
Kyrgyzstan,KGZ,2001,28.78065189
Kyrgyzstan,KGZ,2002,30.30227328
Kyrgyzstan,KGZ,2003,29.17537671
Kyrgyzstan,KGZ,2004,29.52485445
Kyrgyzstan,KGZ,2005,30.05714735
Kyrgyzstan,KGZ,2006,30.00995288
Kyrgyzstan,KGZ,2007,31.61319612
Kyrgyzstan,KGZ,2008,29.69085556
Kyrgyzstan,KGZ,2009,34.21416167
Kyrgyzstan,KGZ,2010,37.20428244
Kyrgyzstan,KGZ,2011,37.37230975
Laos,LAO,2000,22.78825179
Laos,LAO,2001,24.78267207
Laos,LAO,2002,18.97418936
Laos,LAO,2003,21.05023645
Laos,LAO,2004,16.7766947
Laos,LAO,2005,18.46267258
Laos,LAO,2006,18.49196693
Laos,LAO,2007,18.73672472
Laos,LAO,2008,19.38302544
Laos,LAO,2009,24.64534724
Laos,LAO,2010,23.39707748
Laos,LAO,2011,21.7003218
Latvia,LVA,1998,39.09053413
Latvia,LVA,1999,41.07080079
Latvia,LVA,2000,37.96149474
Latvia,LVA,2001,35.82044781
Latvia,LVA,2002,36.27514854
Latvia,LVA,2003,35.53797752
Latvia,LVA,2004,35.98516559
Latvia,LVA,2005,37.41343305
Latvia,LVA,2006,37.26825799
Latvia,LVA,2007,36.05198171
Latvia,LVA,2008,43.54743152
Latvia,LVA,2009,45.22542222
Latvia,LVA,2010,44.75518111
Latvia,LVA,2011,40.21468676
Lebanon,LBN,2000,58.41812147
Lebanon,LBN,2001,54.66357666
Lebanon,LBN,2002,52.66537657
Lebanon,LBN,2003,52.54056002
Lebanon,LBN,2004,44.98595931
Lebanon,LBN,2005,42.04511988
Lebanon,LBN,2006,48.95760828
Lebanon,LBN,2007,47.58111031
Lebanon,LBN,2008,44.7987316
Lebanon,LBN,2009,43.88726057
Lebanon,LBN,2010,41.15717767
Lebanon,LBN,2011,39.25997436
Lesotho,LSO,1990,47.60425445
Lesotho,LSO,1991,45.02090102
Lesotho,LSO,1992,41.42902269
Lesotho,LSO,1993,41.11707386
Lesotho,LSO,1994,41.06857032
Lesotho,LSO,1995,42.19216769
Lesotho,LSO,1996,44.46657487
Lesotho,LSO,1997,46.26310401
Lesotho,LSO,1998,45.59490458
Lesotho,LSO,1999,54.44402232
Lesotho,LSO,2000,47.75997615
Lesotho,LSO,2001,50.6493869
Lesotho,LSO,2002,52.27425437
Lesotho,LSO,2003,50.72529501
Lesotho,LSO,2004,47.45496587
Lesotho,LSO,2005,51.30762034
Lesotho,LSO,2006,54.85790125
Lesotho,LSO,2007,54.6126122
Lesotho,LSO,2008,59.03056436
Lesotho,LSO,2009,68.47413585
Lesotho,LSO,2010,58.32838175
Lesotho,LSO,2011,63.85051645
Liberia,LBR,2000,15.28114158
Liberia,LBR,2001,12.64020852
Liberia,LBR,2002,13.51849851
Liberia,LBR,2003,10.07901132
Liberia,LBR,2004,12.38311078
Liberia,LBR,2005,11.75691239
Liberia,LBR,2006,10.67154122
Liberia,LBR,2007,15.92992973
Liberia,LBR,2008,29.47635991
Liberia,LBR,2009,33.59538757
Liberia,LBR,2010,33.59031581
Liberia,LBR,2011,31.6146105
Libya,LBY,1990,34.48476609
Libya,LBY,1991,29.84742731
Libya,LBY,1992,27.84506851
Libya,LBY,1993,32.35835681
Libya,LBY,1994,30.54297445
Libya,LBY,1995,29.57261927
Libya,LBY,1996,32.69687419
Libya,LBY,1997,36.30487127
Libya,LBY,1998,34.78960891
Libya,LBY,1999,28.55814224
Libya,LBY,2000,28.20109325
Libya,LBY,2001,39.30836484
Libya,LBY,2002,42.44379426
Libya,LBY,2003,43.79645518
Libya,LBY,2004,42.68055053
Libya,LBY,2005,29.77552686
Libya,LBY,2006,31.86593611
Libya,LBY,2007,35.4631498
Libya,LBY,2008,41.86886101
Libya,LBY,2009,54.92211092
Libya,LBY,2010,54.71908693
Libya,LBY,2011,66.58626921
Lithuania,LTU,2000,37.71641042
Lithuania,LTU,2001,36.76163034
Lithuania,LTU,2002,34.64534339
Lithuania,LTU,2003,33.51334141
Lithuania,LTU,2004,34.17634682
Lithuania,LTU,2005,34.30681364
Lithuania,LTU,2006,34.43924331
Lithuania,LTU,2007,35.51340393
Lithuania,LTU,2008,38.01263873
Lithuania,LTU,2009,45.17930445
Lithuania,LTU,2010,43.88489655
Lithuania,LTU,2011,40.26541671
Madagascar,MDG,1990,20.62953517
Madagascar,MDG,1991,20.42901319
Madagascar,MDG,1992,25.92603085
Madagascar,MDG,1993,27.11857871
Madagascar,MDG,1994,27.56751822
Madagascar,MDG,1995,24.87404647
Madagascar,MDG,1996,24.62810877
Madagascar,MDG,1997,22.5500161
Madagascar,MDG,1998,25.10702703
Madagascar,MDG,1999,22.08187335
Madagascar,MDG,2000,22.6597379
Madagascar,MDG,2001,21.11255608
Madagascar,MDG,2002,17.83307952
Madagascar,MDG,2003,21.86841842
Madagascar,MDG,2004,28.2300213
Madagascar,MDG,2005,24.06840568
Madagascar,MDG,2006,23.91743813
Madagascar,MDG,2007,19.80397405
Madagascar,MDG,2008,19.43698506
Madagascar,MDG,2009,16.11653604
Madagascar,MDG,2010,14.64130741
Madagascar,MDG,2011,16.72470907
Malawi,MWI,2002,31.05635061
Malawi,MWI,2003,37.69896498
Malawi,MWI,2004,41.55086572
Malawi,MWI,2005,40.61993906
Malawi,MWI,2006,41.3281595
Malawi,MWI,2007,41.46945274
Malawi,MWI,2008,41.58910269
Malawi,MWI,2009,40.58988952
Malawi,MWI,2010,40.34935803
Malawi,MWI,2011,38.30150102
Malaysia,MYS,1990,41.95264482
Malaysia,MYS,1991,37.64005861
Malaysia,MYS,1992,38.22528089
Malaysia,MYS,1993,33.17053057
Malaysia,MYS,1994,30.90421668
Malaysia,MYS,1995,29.30597662
Malaysia,MYS,1996,28.63711087
Malaysia,MYS,1997,26.64301262
Malaysia,MYS,1998,27.63502222
Malaysia,MYS,1999,29.48959359
Malaysia,MYS,2000,30.46195654
Malaysia,MYS,2001,33.47261032
Malaysia,MYS,2002,32.08699545
Malaysia,MYS,2003,33.08978422
Malaysia,MYS,2004,30.49512959
Malaysia,MYS,2005,27.86956124
Malaysia,MYS,2006,28.9309392
Malaysia,MYS,2007,29.11215715
Malaysia,MYS,2008,29.91947117
Malaysia,MYS,2009,34.42721543
Malaysia,MYS,2010,29.93749521
Malaysia,MYS,2011,30.65710241
Maldives,MDV,1990,33.89480249
Maldives,MDV,1991,38.49965392
Maldives,MDV,1992,36.75798608
Maldives,MDV,1993,35.546544
Maldives,MDV,1994,31.91681654
Maldives,MDV,1995,32.72009807
Maldives,MDV,1996,28.58247434
Maldives,MDV,1997,26.35717767
Maldives,MDV,1998,26.90304973
Maldives,MDV,1999,29.13243703
Maldives,MDV,2000,30.17392521
Maldives,MDV,2001,30.83521208
Maldives,MDV,2002,30.86360567
Maldives,MDV,2003,30.32577053
Maldives,MDV,2004,28.30527802
Maldives,MDV,2005,46.40628554
Maldives,MDV,2006,43.25006916
Maldives,MDV,2007,43.18315558
Maldives,MDV,2008,43.69611232
Maldives,MDV,2009,46.08951807
Maldives,MDV,2010,42.54938554
Maldives,MDV,2011,45.59444801
Mali,MLI,2000,22.41955799
Mali,MLI,2001,21.72386881
Mali,MLI,2002,25.14718888
Mali,MLI,2003,23.95605926
Mali,MLI,2004,24.43132919
Mali,MLI,2005,25.25739104
Mali,MLI,2006,25.35715824
Mali,MLI,2007,24.90362237
Mali,MLI,2008,21.52790346
Mali,MLI,2009,26.30562332
Mali,MLI,2010,23.21790938
Mali,MLI,2011,25.30659926
Mauritania,MRT,1990,2.17749756
Mauritania,MRT,1991,2.106754443
Mauritania,MRT,1992,2.463872125
Mauritania,MRT,1993,3.092697708
Mauritania,MRT,1994,1.451268346
Mauritania,MRT,1995,2.110963356
Mauritania,MRT,1996,2.190383066
Mauritania,MRT,1997,2.121284931
Mauritania,MRT,1998,2.497837525
Mauritania,MRT,1999,2.553022678
Mauritania,MRT,2000,3.010144031
Mauritania,MRT,2001,2.672089344
Mauritania,MRT,2002,2.456724735
Mauritania,MRT,2003,2.736357256
Mauritania,MRT,2004,3.000791803
Mauritania,MRT,2005,3.263681505
Mauritania,MRT,2006,1.867320353
Mauritania,MRT,2007,31.46258068
Mauritania,MRT,2008,32.60464231
Mauritania,MRT,2009,33.02436504
Mauritania,MRT,2010,29.84613679
Mauritania,MRT,2011,29.95406875
Mauritius,MUS,2000,27.35970529
Mauritius,MUS,2001,27.44585505
Mauritius,MUS,2002,28.40594298
Mauritius,MUS,2003,28.80394314
Mauritius,MUS,2004,27.67165437
Mauritius,MUS,2005,28.16223629
Mauritius,MUS,2006,27.25431538
Mauritius,MUS,2007,26.82782739
Mauritius,MUS,2008,27.73066625
Mauritius,MUS,2009,30.11655581
Mauritius,MUS,2010,28.54919979
Mauritius,MUS,2011,27.63561388
Mexico,MEX,1990,26.41057
Mexico,MEX,1991,19.44956
Mexico,MEX,1992,17.35746
Mexico,MEX,1993,15.11836
Mexico,MEX,1994,14.8784
Mexico,MEX,1995,17.87361
Mexico,MEX,1996,31.90694
Mexico,MEX,1997,32.09935
Mexico,MEX,1998,28.96154
Mexico,MEX,1999,29.39429
Mexico,MEX,2000,25.38345
Mexico,MEX,2001,25.65149
Mexico,MEX,2002,26.69453
Mexico,MEX,2003,25.93156
Mexico,MEX,2004,23.56399
Mexico,MEX,2005,25.12631
Mexico,MEX,2006,25.18728
Mexico,MEX,2007,25.1036
Mexico,MEX,2008,26.77291
Mexico,MEX,2009,29.63048
Mexico,MEX,2010,28.64312
Mexico,MEX,2011,27.97363
Moldova,MDA,1995,47.21991551
Moldova,MDA,1996,45.06004194
Moldova,MDA,1997,51.20473317
Moldova,MDA,1998,47.25915449
Moldova,MDA,1999,43.75266951
Moldova,MDA,2000,40.88639201
Moldova,MDA,2001,33.59998425
Moldova,MDA,2002,32.54987764
Moldova,MDA,2003,35.41619899
Moldova,MDA,2004,36.53840486
Moldova,MDA,2005,38.26525849
Moldova,MDA,2006,41.03976552
Moldova,MDA,2007,43.14109129
Moldova,MDA,2008,42.71923075
Moldova,MDA,2009,46.64205177
Moldova,MDA,2010,41.57168109
Moldova,MDA,2011,39.80546212
Mongolia,MNG,1990,53.65484641
Mongolia,MNG,1991,49.29941454
Mongolia,MNG,1992,30.5574896
Mongolia,MNG,1993,37.33352473
Mongolia,MNG,1994,30.49647078
Mongolia,MNG,1995,26.87289227
Mongolia,MNG,1996,29.15067647
Mongolia,MNG,1997,33.10208207
Mongolia,MNG,1998,37.36176655
Mongolia,MNG,1999,35.33947268
Mongolia,MNG,2000,36.01456551
Mongolia,MNG,2001,36.37129633
Mongolia,MNG,2002,36.7638045
Mongolia,MNG,2003,34.62867073
Mongolia,MNG,2004,32.8521152
Mongolia,MNG,2005,25.8196378
Mongolia,MNG,2006,26.641603
Mongolia,MNG,2007,35.67485101
Mongolia,MNG,2008,37.9329884
Mongolia,MNG,2009,35.90322489
Mongolia,MNG,2010,37.11463778
Mongolia,MNG,2011,45.40481814
Montenegro,MNE,2002,37.93677179
Montenegro,MNE,2003,43.52848842
Montenegro,MNE,2004,41.38547996
Montenegro,MNE,2005,39.33011246
Montenegro,MNE,2006,42.89145069
Montenegro,MNE,2007,43.90800193
Montenegro,MNE,2008,52.38962506
Montenegro,MNE,2009,48.67959373
Montenegro,MNE,2010,46.90003244
Montenegro,MNE,2011,45.22511571
Morocco,MAR,1990,34.774117
Morocco,MAR,1991,31.59662222
Morocco,MAR,1992,34.14053083
Morocco,MAR,1993,35.44684881
Morocco,MAR,1994,33.26107495
Morocco,MAR,1995,33.19591625
Morocco,MAR,1996,27.83637612
Morocco,MAR,1997,28.97611503
Morocco,MAR,1998,25.83767837
Morocco,MAR,1999,25.41454787
Morocco,MAR,2000,30.60541453
Morocco,MAR,2001,31.22837135
Morocco,MAR,2002,33.0612874
Morocco,MAR,2003,30.89188778
Morocco,MAR,2004,31.21854282
Morocco,MAR,2005,35.76369128
Morocco,MAR,2006,32.61687893
Morocco,MAR,2007,33.17632394
Morocco,MAR,2008,34.47254818
Morocco,MAR,2009,33.46813558
Morocco,MAR,2010,34.20617228
Morocco,MAR,2011,36.85342098
Mozambique,MOZ,1990,22.32323075
Mozambique,MOZ,1991,25.47113639
Mozambique,MOZ,1992,31.59538282
Mozambique,MOZ,1993,31.27731673
Mozambique,MOZ,1994,31.89375476
Mozambique,MOZ,1995,26.72354835
Mozambique,MOZ,1996,19.7906822
Mozambique,MOZ,1997,22.37027201
Mozambique,MOZ,1998,20.08516738
Mozambique,MOZ,1999,22.18556561
Mozambique,MOZ,2000,23.82523579
Mozambique,MOZ,2001,29.36076902
Mozambique,MOZ,2002,27.64936657
Mozambique,MOZ,2003,27.441052
Mozambique,MOZ,2004,25.77675294
Mozambique,MOZ,2005,23.71797117
Mozambique,MOZ,2006,27.75663127
Mozambique,MOZ,2007,28.76205719
Mozambique,MOZ,2008,28.33714755
Mozambique,MOZ,2009,33.07995543
Mozambique,MOZ,2010,34.24927044
Mozambique,MOZ,2011,35.34428315
Myanmar,MMR,1998,26.07232311
Myanmar,MMR,1999,23.0795073
Myanmar,MMR,2000,24.1390306
Myanmar,MMR,2001,19.72961883
Myanmar,MMR,2002,15.93321547
Myanmar,MMR,2003,16.8415663
Myanmar,MMR,2004,17.08433891
Myanmar,MMR,2005,17.50875841
Myanmar,MMR,2006,19.57619637
Myanmar,MMR,2007,18.52777281
Myanmar,MMR,2008,16.09315206
Myanmar,MMR,2009,17.70089571
Myanmar,MMR,2010,19.43392106
Myanmar,MMR,2011,20.14819018
Namibia,NAM,1990,27.56736792
Namibia,NAM,1991,32.41067226
Namibia,NAM,1992,35.24400463
Namibia,NAM,1993,34.13583054
Namibia,NAM,1994,31.33712411
Namibia,NAM,1995,32.98535389
Namibia,NAM,1996,34.92276486
Namibia,NAM,1997,35.80866054
Namibia,NAM,1998,36.75657159
Namibia,NAM,1999,35.57481768
Namibia,NAM,2000,31.29505786
Namibia,NAM,2001,31.57917118
Namibia,NAM,2002,31.81574155
Namibia,NAM,2003,32.47548608
Namibia,NAM,2004,30.27573598
Namibia,NAM,2005,29.14003968
Namibia,NAM,2006,27.69932219
Namibia,NAM,2007,26.4296975
Namibia,NAM,2008,28.30457005
Namibia,NAM,2009,32.84063013
Namibia,NAM,2010,33.97613803
Namibia,NAM,2011,38.2070239
Nepal,NPL,2000,14.25160114
Nepal,NPL,2001,15.8074308
Nepal,NPL,2002,16.08887141
Nepal,NPL,2003,14.99135365
Nepal,NPL,2004,14.68232868
Nepal,NPL,2005,14.80912685
Nepal,NPL,2006,13.6897182
Nepal,NPL,2007,15.80692565
Nepal,NPL,2008,16.13497732
Nepal,NPL,2009,20.21889688
Nepal,NPL,2010,19.61430229
Nepal,NPL,2011,19.56251022
Netherlands,NLD,1990,60.70745
Netherlands,NLD,1991,60.94845
Netherlands,NLD,1992,61.90592
Netherlands,NLD,1993,61.79635
Netherlands,NLD,1994,59.0671
Netherlands,NLD,1995,62.07929
Netherlands,NLD,1996,54.73405
Netherlands,NLD,1997,52.47354
Netherlands,NLD,1998,51.34526
Netherlands,NLD,1999,50.29816
Netherlands,NLD,2000,47.82206
Netherlands,NLD,2001,48.52267
Netherlands,NLD,2002,49.01165
Netherlands,NLD,2003,49.69275
Netherlands,NLD,2004,48.57689
Netherlands,NLD,2005,47.14939
Netherlands,NLD,2006,47.74403
Netherlands,NLD,2007,47.4709
Netherlands,NLD,2008,48.44276
Netherlands,NLD,2009,53.72368
Netherlands,NLD,2010,53.10754
Netherlands,NLD,2011,51.53351
New Zealand,NZL,1990,44.23139
New Zealand,NZL,1991,47.36264
New Zealand,NZL,1992,47.46559
New Zealand,NZL,1993,42.34891
New Zealand,NZL,1994,38.75406
New Zealand,NZL,1995,37.4121
New Zealand,NZL,1996,35.44054
New Zealand,NZL,1997,34.39481
New Zealand,NZL,1998,34.86505
New Zealand,NZL,1999,33.84705
New Zealand,NZL,2000,32.83596
New Zealand,NZL,2001,31.82785
New Zealand,NZL,2002,31.27515
New Zealand,NZL,2003,31.11929
New Zealand,NZL,2004,30.46411
New Zealand,NZL,2005,31.28046
New Zealand,NZL,2006,32.56922
New Zealand,NZL,2007,32.38942
New Zealand,NZL,2008,34.17711
New Zealand,NZL,2009,35.70349
New Zealand,NZL,2010,36.50914
New Zealand,NZL,2011,35.45647
Nicaragua,NIC,1990,28.215628
Nicaragua,NIC,1991,17.97902
Nicaragua,NIC,1992,21.37989
Nicaragua,NIC,1993,22.40349
Nicaragua,NIC,1994,23.43373
Nicaragua,NIC,1995,22.70782
Nicaragua,NIC,1996,21.63998
Nicaragua,NIC,1997,23.63829
Nicaragua,NIC,1998,23.07581
Nicaragua,NIC,1999,26.49437
Nicaragua,NIC,2000,27.93607
Nicaragua,NIC,2001,29.35652
Nicaragua,NIC,2002,28.6509
Nicaragua,NIC,2003,30.1418
Nicaragua,NIC,2004,30.3321
Nicaragua,NIC,2005,32.80844
Nicaragua,NIC,2006,33.69122
Nicaragua,NIC,2007,33.61853
Nicaragua,NIC,2008,34.18095
Nicaragua,NIC,2009,35.90322
Nicaragua,NIC,2010,35.00904
Nicaragua,NIC,2011,35.57033
Niger,NER,1995,19.47237156
Niger,NER,1996,15.86510914
Niger,NER,1997,18.94062743
Niger,NER,1998,19.84593602
Niger,NER,1999,21.57326036
Niger,NER,2000,20.14776806
Niger,NER,2001,20.44259071
Niger,NER,2002,20.90605962
Niger,NER,2003,19.07898074
Niger,NER,2004,21.22542247
Niger,NER,2005,20.76039152
Niger,NER,2006,20.00516038
Niger,NER,2007,23.74016366
Niger,NER,2008,23.05226144
Niger,NER,2009,24.51087072
Niger,NER,2010,20.87311874
Niger,NER,2011,19.96558739
Nigeria,NGA,2000,42.11010306
Nigeria,NGA,2001,57.77753939
Nigeria,NGA,2002,33.8006014
Nigeria,NGA,2003,41.54848853
Nigeria,NGA,2004,29.25853726
Nigeria,NGA,2005,26.14492594
Nigeria,NGA,2006,24.37334555
Nigeria,NGA,2007,26.32003858
Nigeria,NGA,2008,26.70488399
Nigeria,NGA,2009,28.35586463
Nigeria,NGA,2010,27.71934426
Nigeria,NGA,2011,30.61039636
North Macedonia,MKD,1998,36.40588291
North Macedonia,MKD,1999,36.40621587
North Macedonia,MKD,2000,35.43962362
North Macedonia,MKD,2001,42.18687509
North Macedonia,MKD,2002,41.97434733
North Macedonia,MKD,2003,38.49873557
North Macedonia,MKD,2004,36.04529854
North Macedonia,MKD,2005,34.85082251
North Macedonia,MKD,2006,33.4715335
North Macedonia,MKD,2007,32.41383705
North Macedonia,MKD,2008,34.04820111
North Macedonia,MKD,2009,33.76339124
North Macedonia,MKD,2010,32.74964251
North Macedonia,MKD,2011,32.02562541
Norway,NOR,1990,56.8166
Norway,NOR,1991,57.72066
Norway,NOR,1992,58.99983
Norway,NOR,1993,57.89484
Norway,NOR,1994,56.79284
Norway,NOR,1995,53.71905
Norway,NOR,1996,50.96201
Norway,NOR,1997,48.89215
Norway,NOR,1998,51.12535
Norway,NOR,1999,49.46702
Norway,NOR,2000,43.81734
Norway,NOR,2001,45.93895
Norway,NOR,2002,48.86634
Norway,NOR,2003,49.982
Norway,NOR,2004,46.84087
Norway,NOR,2005,43.31972
Norway,NOR,2006,42.00054
Norway,NOR,2007,42.44458
Norway,NOR,2008,42.07069
Norway,NOR,2009,47.74079
Norway,NOR,2010,47.23349
Norway,NOR,2011,46.35321
Oman,OMN,1990,43.90509893
Oman,OMN,1991,44.51706109
Oman,OMN,1992,48.06909083
Oman,OMN,1993,48.00158208
Oman,OMN,1994,47.58616524
Oman,OMN,1995,46.01948333
Oman,OMN,1996,40.44364243
Oman,OMN,1997,38.52204615
Oman,OMN,1998,43.51089453
Oman,OMN,1999,40.88739388
Oman,OMN,2000,37.51828174
Oman,OMN,2001,40.21318023
Oman,OMN,2002,41.06948454
Oman,OMN,2003,39.87729989
Oman,OMN,2004,39.97933993
Oman,OMN,2005,35.75137382
Oman,OMN,2006,35.16567383
Oman,OMN,2007,35.89721308
Oman,OMN,2008,29.62154201
Oman,OMN,2009,38.60440793
Oman,OMN,2010,34.1792807
Oman,OMN,2011,38.42076702
Pakistan,PAK,1990,29.28619
Pakistan,PAK,1991,25.57905
Pakistan,PAK,1992,27.11229
Pakistan,PAK,1993,27.43958
Pakistan,PAK,1994,24.02776
Pakistan,PAK,1995,23.04567
Pakistan,PAK,1996,25.28881
Pakistan,PAK,1997,23.81078
Pakistan,PAK,1998,25.02584
Pakistan,PAK,1999,23.77563
Pakistan,PAK,2000,24.99681
Pakistan,PAK,2001,22.96543
Pakistan,PAK,2002,24.96224
Pakistan,PAK,2003,21.60038
Pakistan,PAK,2004,19.84205
Pakistan,PAK,2005,20.41199
Pakistan,PAK,2006,21.49929
Pakistan,PAK,2007,25.00634
Pakistan,PAK,2008,27.04973
Pakistan,PAK,2009,24.9065
Pakistan,PAK,2010,24.58728
Pakistan,PAK,2011,23.02741
Panama,PAN,1990,50.79952
Panama,PAN,1991,23.88962
Panama,PAN,1992,31.3023
Panama,PAN,1993,37.78484
Panama,PAN,1994,9.5643
Panama,PAN,1995,17.81338
Panama,PAN,1996,24.66635
Panama,PAN,1997,25.00278
Panama,PAN,1998,26.212
Panama,PAN,1999,27.80394
Panama,PAN,2000,28.20218
Panama,PAN,2001,28.97989
Panama,PAN,2002,28.90383
Panama,PAN,2003,29.81443
Panama,PAN,2004,28.72927
Panama,PAN,2005,27.94141
Panama,PAN,2006,28.01096
Panama,PAN,2007,26.76639
Panama,PAN,2008,27.59829
Panama,PAN,2009,28.4247
Panama,PAN,2010,29.20064
Panama,PAN,2011,29.29444
Papua New Guinea,PNG,1990,37.82500304
Papua New Guinea,PNG,1991,34.51767906
Papua New Guinea,PNG,1992,35.14186998
Papua New Guinea,PNG,1993,39.44595916
Papua New Guinea,PNG,1994,33.07916542
Papua New Guinea,PNG,1995,30.60427106
Papua New Guinea,PNG,1996,30.79771755
Papua New Guinea,PNG,1997,35.54805332
Papua New Guinea,PNG,1998,35.128013
Papua New Guinea,PNG,1999,37.46888499
Papua New Guinea,PNG,2000,35.87254542
Papua New Guinea,PNG,2001,37.26925226
Papua New Guinea,PNG,2002,34.95465319
Papua New Guinea,PNG,2003,33.99101613
Papua New Guinea,PNG,2004,33.26662037
Papua New Guinea,PNG,2005,34.65765544
Papua New Guinea,PNG,2006,32.49785459
Papua New Guinea,PNG,2007,30.2878615
Papua New Guinea,PNG,2008,31.84650845
Papua New Guinea,PNG,2009,38.90192606
Papua New Guinea,PNG,2010,29.52754036
Papua New Guinea,PNG,2011,29.98026446
Paraguay,PRY,1990,12.94787
Paraguay,PRY,1991,15.4974
Paraguay,PRY,1992,18.103642
Paraguay,PRY,1993,17.65634
Paraguay,PRY,1994,17.807413
Paraguay,PRY,1995,20.544882
Paraguay,PRY,1996,20.419291
Paraguay,PRY,1997,23.317327
Paraguay,PRY,1998,23.338647
Paraguay,PRY,1999,25.748716
Paraguay,PRY,2000,27.07811
Paraguay,PRY,2001,24.29061
Paraguay,PRY,2002,25.40471
Paraguay,PRY,2003,21.65827
Paraguay,PRY,2004,20.73539
Paraguay,PRY,2005,21.79224
Paraguay,PRY,2006,21.951231
Paraguay,PRY,2007,20.441757
Paraguay,PRY,2008,18.522614
Paraguay,PRY,2009,23.321992
Paraguay,PRY,2010,22.032646
Paraguay,PRY,2011,19.351189
Peru,PER,1990,26.55732
Peru,PER,1991,19.3694
Peru,PER,1992,23.239494
Peru,PER,1993,21.772346
Peru,PER,1994,19.392925
Peru,PER,1995,19.970352
Peru,PER,1996,18.02053
Peru,PER,1997,16.495898
Peru,PER,1998,17.7274
Peru,PER,1999,19.780312
Peru,PER,2000,22.95157
Peru,PER,2001,21.99925
Peru,PER,2002,20.77255
Peru,PER,2003,21.3019
Peru,PER,2004,20.5718
Peru,PER,2005,20.95428
Peru,PER,2006,20.00179
Peru,PER,2007,19.48441
Peru,PER,2008,20.45549
Peru,PER,2009,21.99795
Peru,PER,2010,21.54261
Peru,PER,2011,20.19237
Philippines,PHL,1990,23.97555
Philippines,PHL,1991,22.90361
Philippines,PHL,1992,23.08368
Philippines,PHL,1993,21.78557
Philippines,PHL,1994,24.08668
Philippines,PHL,1995,22.52708
Philippines,PHL,1996,22.42566
Philippines,PHL,1997,22.76398
Philippines,PHL,1998,22.84612
Philippines,PHL,1999,23.05749
Philippines,PHL,2000,23.21964
Philippines,PHL,2001,23.94445
Philippines,PHL,2002,23.60068
Philippines,PHL,2003,23.99343
Philippines,PHL,2004,23.12426
Philippines,PHL,2005,22.76109
Philippines,PHL,2006,22.01884
Philippines,PHL,2007,20.68863
Philippines,PHL,2008,20.07626
Philippines,PHL,2009,21.31643
Philippines,PHL,2010,20.222
Philippines,PHL,2011,20.69499
Poland,POL,1990,0.410516
Poland,POL,1991,1.60726
Poland,POL,1992,3.21895
Poland,POL,1993,3.40223
Poland,POL,1994,3.9094
Poland,POL,1995,53.45652
Poland,POL,1996,55.56983
Poland,POL,1997,50.97767
Poland,POL,1998,48.36096
Poland,POL,1999,45.67334
Poland,POL,2000,44.10517
Poland,POL,2001,46.92482
Poland,POL,2002,47.14598
Poland,POL,2003,47.64879
Poland,POL,2004,45.38001
Poland,POL,2005,46.2367
Poland,POL,2006,46.51838
Poland,POL,2007,44.49921
Poland,POL,2008,45.41722
Poland,POL,2009,47.15162
Poland,POL,2010,48.05438
Poland,POL,2011,46.3721
Portugal,PRT,1990,46.36415
Portugal,PRT,1991,49.43045
Portugal,PRT,1992,50.31362
Portugal,PRT,1993,51.30486
Portugal,PRT,1994,48.54903
Portugal,PRT,1995,47.1256
Portugal,PRT,1996,46.88612
Portugal,PRT,1997,44.88222
Portugal,PRT,1998,43.90344
Portugal,PRT,1999,43.9032
