"Code";"Country_name";"Year";"Mobile_cellular_subscriptions";"Landline_phone_subscriptions";"Landline_internet_subscriptions"
"KWT";"Kuwait";"2013";6410000.0;508000.0;47000.0
"KWT";"Kuwait";"2014";7600000.0;494000.0;48000.0
"KWT";"Kuwait";"2015";7664740.0;480000.0;55000.0
"KWT";"Kuwait";"2016";7659360.0;533234.0;101390.0
"KWT";"Kuwait";"2017";7138830.0;542082.0;117719.0
"KWT";"Kuwait";"2018";7099850.0;515542.0;103821.0
"KWT";"Kuwait";"2019";7327030.0;583463.0;84595.0
"KWT";"Kuwait";"2020";6770350.0;583463.0;73948.0
"LAO";"Laos";"2003";112275.0;69760.0;25.0
"LAO";"Laos";"2004";204191.0;75000.0;50.0
"LAO";"Laos";"2005";657528.0;90806.0;314.0
"LAO";"Laos";"2006";1009560.0;92151.0;741.0
"LAO";"Laos";"2007";1478410.0;94828.0;1135.0
"LAO";"Laos";"2008";2022130.0;127799.0;2896.0
"LAO";"Laos";"2009";3234640.0;100228.0;4317.0
"LAO";"Laos";"2010";4003400.0;103102.0;5885.0
"LAO";"Laos";"2011";5480850.0;107643.0;6546.0
"LAO";"Laos";"2012";4300000.0;450000.0;7578.0
"LAO";"Laos";"2013";4612610.0;701712.0;9025.0
"LAO";"Laos";"2014";4618590.0;920756.0;16119.0
"LAO";"Laos";"2015";3727160.0;962497.0;14550.0
"LAO";"Laos";"2016";3958510.0;1266600.0;24426.0
"LAO";"Laos";"2017";3711810.0;1125470.0;27217.0
"LAO";"Laos";"2018";3662340.0;1482280.0;45379.0
"LAO";"Laos";"2019";4362180.0;1490830.0;76280.0
"LAO";"Laos";"2020";4100000.0;1491000.0;128000.0
"LBN";"Lebanon";"2002";775104.0;678840.0;0.0
"LBN";"Lebanon";"2003";795460.0;700000.0;0.0
"LBN";"Lebanon";"2004";884445.0;630000.0;0.0
"LBN";"Lebanon";"2005";993557.0;634740.0;0.0
"LBN";"Lebanon";"2006";1106430.0;681381.0;0.0
"LBN";"Lebanon";"2007";1260000.0;697540.0;50000.0
"LBN";"Lebanon";"2008";1427000.0;750000.0;100000.0
"LBN";"Lebanon";"2009";2390000.0;803740.0;197000.0
"LBN";"Lebanon";"2010";2863660.0;838000.0;331089.0
"LBN";"Lebanon";"2011";3456650.0;855000.0;402329.0
"LBN";"Lebanon";"2012";3755170.0;867000.0;476185.0
"LBN";"Lebanon";"2013";3884760.0;870000.0;480000.0
"LBN";"Lebanon";"2014";4387280.0;965723.0;1132140.0
"LBN";"Lebanon";"2019";4237960.0;882175.0;420000.0
"LBN";"Lebanon";"2020";4288220.0;875480.0;432070.0
"LBR";"Liberia";"2008";854627.0;2000.0;110.0
"LBR";"Liberia";"2009";1085060.0;2374.0;150.0
"LBR";"Liberia";"2010";1571310.0;5806.0;186.0
"LBR";"Liberia";"2011";2020640.0;9289.0;63.0
"LBR";"Liberia";"2012";2379900.0;13734.0;524.0
"LBR";"Liberia";"2013";2550780.0;11000.0;5080.0
"LBR";"Liberia";"2014";3225260.0;10040.0;6000.0
"LBR";"Liberia";"2015";3652000.0;9000.0;7000.0
"LBR";"Liberia";"2016";3117000.0;8000.0;8000.0
"LBR";"Liberia";"2019";1937000.0;6000.0;11000.0
"LBR";"Liberia";"2020";1653000.0;6000.0;13000.0
"LBY";"Libya";"2008";7379120.0;920416.0;46242.0
"LBY";"Libya";"2009";9534090.0;1063260.0;63000.0
"LBY";"Libya";"2010";10900000.0;1228300.0;72800.0
"LBY";"Libya";"2011";10000000.0;1000000.0;70000.0
"LBY";"Libya";"2012";9587000.0;814000.0;67300.0
"LBY";"Libya";"2013";10235300.0;789000.0;64700.0
"LBY";"Libya";"2014";8497080.0;914491.0;62800.0
"LBY";"Libya";"2015";9747080.0;1063260.0;61000.0
"LBY";"Libya";"2016";7660070.0;1374410.0;168920.0
"LBY";"Libya";"2017";6020000.0;1576000.0;318000.0
"LBY";"Libya";"2019";3718000.0;1576000.0;318000.0
"LBY";"Libya";"2020";2922000.0;1576000.0;332000.0
"LCA";"SaintNULLLucia";"2003";99000.0;49000.0;1400.0
"LCA";"SaintNULLLucia";"2004";101000.0;42000.0;3800.0
"LCA";"SaintNULLLucia";"2005";105656.0;39000.0;7000.0
"LCA";"SaintNULLLucia";"2006";105600.0;39357.0;7176.0
"LCA";"SaintNULLLucia";"2007";147000.0;39688.0;11078.0
"LCA";"SaintNULLLucia";"2008";175045.0;40940.0;15527.0
"LCA";"SaintNULLLucia";"2009";189738.0;38561.0;18586.0
"LCA";"SaintNULLLucia";"2010";198212.0;37450.0;20491.0
"LCA";"SaintNULLLucia";"2011";216530.0;35904.0;21340.0
"LCA";"SaintNULLLucia";"2012";216000.0;36842.0;24573.0
"LCA";"SaintNULLLucia";"2013";212063.0;33500.0;24704.0
"LCA";"SaintNULLLucia";"2014";188351.0;32832.0;28199.0
"LCA";"SaintNULLLucia";"2015";187741.0;34874.0;28426.0
"LCA";"SaintNULLLucia";"2016";176648.0;35545.0;29786.0
"LCA";"SaintNULLLucia";"2017";176694.0;35014.0;31828.0
"LCA";"SaintNULLLucia";"2018";184944.0;36469.0;32265.0
"LCA";"SaintNULLLucia";"2019";147790.0;34281.0;15785.0
"LCA";"SaintNULLLucia";"2020";203000.0;38000.0;33000.0
"LIE";"Liechtenstein";"2002";11402.0;19923.0;1437.0
"LIE";"Liechtenstein";"2003";25000.0;19900.0;1500.0
"LIE";"Liechtenstein";"2004";25500.0;19981.0;4741.0
"LIE";"Liechtenstein";"2005";27503.0;20010.0;8617.0
"LIE";"Liechtenstein";"2006";28755.0;19755.0;10000.0
"LIE";"Liechtenstein";"2007";32013.0;19578.0;14200.0
"LIE";"Liechtenstein";"2008";34000.0;19600.0;15550.0
"LIE";"Liechtenstein";"2009";35000.0;19600.0;15983.0
"LIE";"Liechtenstein";"2010";35500.0;19600.0;15250.0
"LIE";"Liechtenstein";"2011";36970.0;19600.0;13595.0
"LIE";"Liechtenstein";"2012";36080.0;18470.0;14416.0
"LIE";"Liechtenstein";"2013";38427.0;18300.0;15016.0
"LIE";"Liechtenstein";"2014";40652.0;18043.0;15610.0
"LIE";"Liechtenstein";"2015";40950.0;17336.0;15696.0
"LIE";"Liechtenstein";"2016";44298.0;16385.0;15935.0
"LIE";"Liechtenstein";"2017";46402.0;15342.0;16253.0
"LIE";"Liechtenstein";"2018";47272.0;15243.0;16712.0
"LIE";"Liechtenstein";"2019";47748.0;13727.0;17173.0
"LIE";"Liechtenstein";"2020";48887.0;12607.0;18050.0
"LKA";"SriNULLLanka";"2001";667662.0;827195.0;327.0
"LKA";"SriNULLLanka";"2002";931403.0;883108.0;592.0
"LKA";"SriNULLLanka";"2003";1393400.0;939013.0;3417.0
"LKA";"SriNULLLanka";"2004";2211160.0;991239.0;20450.0
"LKA";"SriNULLLanka";"2005";3361780.0;1243990.0;21000.0
"LKA";"SriNULLLanka";"2006";5412500.0;1884080.0;22895.0
"LKA";"SriNULLLanka";"2007";7983490.0;2742060.0;63263.0
"LKA";"SriNULLLanka";"2008";11082500.0;3446410.0;101922.0
"LKA";"SriNULLLanka";"2009";16305400.0;3435960.0;169600.0
"LKA";"SriNULLLanka";"2010";17359300.0;3578460.0;228316.0
"LKA";"SriNULLLanka";"2011";18319400.0;3608390.0;359000.0
"LKA";"SriNULLLanka";"2012";19332800.0;3449390.0;354000.0
"LKA";"SriNULLLanka";"2013";20315200.0;2706790.0;424357.0
"LKA";"SriNULLLanka";"2014";22123000.0;2709850.0;567601.0
"LKA";"SriNULLLanka";"2015";23899600.0;3287680.0;625917.0
"LKA";"SriNULLLanka";"2016";25797200.0;2479800.0;892184.0
"LKA";"SriNULLLanka";"2017";28199100.0;2603180.0;1220500.0
"LKA";"SriNULLLanka";"2018";30283000.0;2473880.0;1544310.0
"LKA";"SriNULLLanka";"2019";28352600.0;2291460.0;1666320.0
"LKA";"SriNULLLanka";"2020";29730500.0;2607870.0;1781530.0
"LSO";"Lesotho";"2004";196213.0;37230.0;22.0
"LSO";"Lesotho";"2005";249786.0;47964.0;45.0
"LSO";"Lesotho";"2007";482455.0;47582.0;110.0
"LSO";"Lesotho";"2008";593216.0;41190.0;140.0
"LSO";"Lesotho";"2009";661000.0;40000.0;400.0
"LSO";"Lesotho";"2010";987448.0;38612.0;400.0
"LSO";"Lesotho";"2011";1232350.0;38579.0;1339.0
"LSO";"Lesotho";"2012";1544820.0;50769.0;1636.0
"LSO";"Lesotho";"2013";1790300.0;50345.0;2275.0
"LSO";"Lesotho";"2014";2138790.0;49714.0;1502.0
"LSO";"Lesotho";"2015";2140140.0;40570.0;2062.0
"LSO";"Lesotho";"2016";2282920.0;41158.0;2230.0
"LSO";"Lesotho";"2017";2380800.0;10637.0;4821.0
"LSO";"Lesotho";"2018";1582140.0;8328.0;5763.0
"LSO";"Lesotho";"2019";1681630.0;12949.0;4618.0
"LSO";"Lesotho";"2020";1562650.0;11574.0;5060.0
"LTU";"Lithuania";"2001";1018000.0;1151670.0;2427.0
"LTU";"Lithuania";"2002";1645570.0;935899.0;20000.0
"LTU";"Lithuania";"2003";2102210.0;824219.0;66790.0
"LTU";"Lithuania";"2004";3051160.0;820039.0;129051.0
"LTU";"Lithuania";"2005";4353450.0;801110.0;234081.0
"LTU";"Lithuania";"2006";4718220.0;792357.0;368715.0
"LTU";"Lithuania";"2007";4912080.0;799436.0;559036.0
"LTU";"Lithuania";"2008";5022640.0;784935.0;590103.0
"LTU";"Lithuania";"2009";4961500.0;747412.0;633779.0
"LTU";"Lithuania";"2010";4890980.0;753439.0;679321.0
"LTU";"Lithuania";"2011";4938000.0;711909.0;727699.0
"LTU";"Lithuania";"2012";4997260.0;675394.0;768861.0
"LTU";"Lithuania";"2013";4565980.0;625990.0;836200.0
"LTU";"Lithuania";"2014";4267590.0;586694.0;801863.0
"LTU";"Lithuania";"2015";4184050.0;561919.0;833298.0
"LTU";"Lithuania";"2016";4204690.0;530871.0;857761.0
"LTU";"Lithuania";"2017";4361330.0;486895.0;798769.0
"LTU";"Lithuania";"2018";3764670.0;427066.0;788743.0
"LTU";"Lithuania";"2019";3704260.0;368213.0;790419.0
"LTU";"Lithuania";"2020";3672000.0;322108.0;796814.0
"LUX";"Luxembourg";"2001";409064.0;256656.0;1215.0
"LUX";"Luxembourg";"2002";473000.0;248514.0;5827.0
"LUX";"Luxembourg";"2003";539000.0;245000.0;15351.0
"LUX";"Luxembourg";"2004";470000.0;245000.0;36500.0
"LUX";"Luxembourg";"2005";510000.0;244500.0;70100.0
"LUX";"Luxembourg";"2006";713000.0;248400.0;98930.0
"LUX";"Luxembourg";"2007";684500.0;248200.0;128680.0
"LUX";"Luxembourg";"2008";707000.0;260600.0;143200.0
"LUX";"Luxembourg";"2009";720000.0;263600.0;156120.0
"LUX";"Luxembourg";"2010";727000.0;272400.0;168368.0
"LUX";"Luxembourg";"2011";764973.0;279130.0;169753.0
"LUX";"Luxembourg";"2012";761314.0;266700.0;169700.0
"LUX";"Luxembourg";"2013";788371.0;267600.0;176500.0
"LUX";"Luxembourg";"2014";802400.0;271100.0;186800.0
"LUX";"Luxembourg";"2015";806800.0;276900.0;195300.0
"LUX";"Luxembourg";"2016";764000.0;276400.0;203100.0
"LUX";"Luxembourg";"2017";794000.0;275300.0;214600.0
"LUX";"Luxembourg";"2018";798600.0;273530.0;224300.0
"LUX";"Luxembourg";"2019";835900.0;267400.0;230100.0
"LUX";"Luxembourg";"2020";890000.0;268090.0;235155.0
"LVA";"Latvia";"2000";401272.0;734693.0;284.0
"LVA";"Latvia";"2001";656835.0;721752.0;3235.0
"LVA";"Latvia";"2002";917196.0;701211.0;10000.0
"LVA";"Latvia";"2003";1219550.0;653853.0;19533.0
"LVA";"Latvia";"2004";1536710.0;650455.0;49147.0
"LVA";"Latvia";"2005";1871600.0;731094.0;60770.0
"LVA";"Latvia";"2006";2183700.0;657380.0;109674.0
"LVA";"Latvia";"2007";2217010.0;644043.0;338559.0
"LVA";"Latvia";"2008";2298610.0;592850.0;412108.0
"LVA";"Latvia";"2009";2303600.0;561650.0;454714.0
"LVA";"Latvia";"2010";2306100.0;532100.0;434876.0
"LVA";"Latvia";"2011";2309000.0;516344.0;457422.0
"LVA";"Latvia";"2012";2630870.0;476141.0;476141.0
"LVA";"Latvia";"2013";2558000.0;423000.0;496000.0
"LVA";"Latvia";"2014";2384000.0;400000.0;505000.0
"LVA";"Latvia";"2015";2590000.0;356000.0;503503.0
"LVA";"Latvia";"2016";2650270.0;362940.0;519154.0
"LVA";"Latvia";"2017";2464120.0;342296.0;526222.0
"LVA";"Latvia";"2018";2070180.0;266214.0;525995.0
"LVA";"Latvia";"2019";2071810.0;227616.0;508924.0
"LVA";"Latvia";"2020";2051360.0;211849.0;490569.0
"MAC";"Macao";"2000";141052.0;176837.0;3731.0
"MAC";"Macao";"2001";194475.0;176450.0;9788.0
"MAC";"Macao";"2002";276138.0;176106.0;16954.0
"MAC";"Macao";"2003";364031.0;174621.0;27774.0
"MAC";"Macao";"2004";432450.0;173928.0;45218.0
"MAC";"Macao";"2005";532758.0;174389.0;68030.0
"MAC";"Macao";"2006";636347.0;176665.0;92217.0
"MAC";"Macao";"2007";794323.0;178013.0;110498.0
"MAC";"Macao";"2008";932596.0;175920.0;121569.0
"MAC";"Macao";"2009";1037380.0;170486.0;126142.0
"MAC";"Macao";"2010";1122260.0;168374.0;132081.0
"MAC";"Macao";"2011";1353190.0;166310.0;137661.0
"MAC";"Macao";"2012";1613460.0;162533.0;144596.0
"MAC";"Macao";"2013";1722240.0;158414.0;151796.0
"MAC";"Macao";"2014";1856450.0;153587.0;161498.0
"MAC";"Macao";"2015";1896100.0;146138.0;169939.0
"MAC";"Macao";"2016";1969970.0;142000.0;177959.0
"MAC";"Macao";"2017";2047000.0;138000.0;186000.0
"MAC";"Macao";"2018";2181190.0;123469.0;193057.0
"MAC";"Macao";"2019";2793000.0;110000.0;200000.0
"MAC";"Macao";"2020";2793000.0;110000.0;208000.0
"MAR";"Morocco";"2002";6198670.0;1127450.0;2000.0
"MAR";"Morocco";"2003";7359870.0;1219210.0;2712.0
"MAR";"Morocco";"2004";9336880.0;1308570.0;64660.0
"MAR";"Morocco";"2005";12392800.0;1341160.0;249138.0
"MAR";"Morocco";"2006";16004700.0;1266120.0;391857.0
"MAR";"Morocco";"2007";20029300.0;2393770.0;477360.0
"MAR";"Morocco";"2008";22815700.0;2991160.0;493228.0
"MAR";"Morocco";"2009";25310800.0;3516280.0;479503.0
"MAR";"Morocco";"2010";31982300.0;3749360.0;504499.0
"MAR";"Morocco";"2011";36553900.0;3566080.0;595207.0
"MAR";"Morocco";"2012";39016300.0;3279050.0;689541.0
"MAR";"Morocco";"2013";42423800.0;2924860.0;843940.0
"MAR";"Morocco";"2014";44114500.0;2487740.0;993451.0
"MAR";"Morocco";"2015";43079700.0;2222370.0;1147530.0
"MAR";"Morocco";"2016";41513900.0;2070170.0;1255430.0
"MAR";"Morocco";"2017";43916100.0;2046390.0;1378870.0
"MAR";"Morocco";"2018";44737900.0;2199140.0;1552600.0
"MAR";"Morocco";"2019";46666700.0;2054540.0;1751340.0
"MAR";"Morocco";"2020";49421000.0;2357290.0;2102430.0
"MCO";"Monaco";"2000";13927.0;29969.0;800.0
"MCO";"Monaco";"2001";14302.0;29656.0;2658.0
"MCO";"Monaco";"2002";14874.0;33711.0;4904.0
"MCO";"Monaco";"2003";15081.0;33499.0;6535.0
"MCO";"Monaco";"2004";15750.0;33845.0;7606.0
"MCO";"Monaco";"2005";17191.0;33986.0;9500.0
"MCO";"Monaco";"2006";18307.0;34347.0;11000.0
"MCO";"Monaco";"2007";20400.0;34700.0;12300.0
"MCO";"Monaco";"2008";22000.0;35000.0;13000.0
"MCO";"Monaco";"2009";23000.0;43179.0;13400.0
"MCO";"Monaco";"2010";23414.0;42910.0;13800.0
"MCO";"Monaco";"2011";31789.0;44495.0;15920.0
"MCO";"Monaco";"2012";33195.0;45743.0;16258.0
"MCO";"Monaco";"2013";35464.0;46850.0;16896.0
"MCO";"Monaco";"2014";33675.0;50610.0;17800.0
"MCO";"Monaco";"2015";34020.0;49085.0;18354.0
"MCO";"Monaco";"2016";33297.0;46575.0;18614.0
"MCO";"Monaco";"2017";32978.0;47013.0;19258.0
"MCO";"Monaco";"2018";32689.0;43374.0;19684.0
"MCO";"Monaco";"2019";33783.0;44119.0;20476.0
"MCO";"Monaco";"2020";35485.0;43706.0;20877.0
"MDA";"Moldova";"2001";225000.0;639165.0;239.0
"MDA";"Moldova";"2002";338225.0;719286.0;418.0
"MDA";"Moldova";"2003";475942.0;791131.0;597.0
"MDA";"Moldova";"2004";787000.0;863374.0;2429.0
"MDA";"Moldova";"2005";1089800.0;929400.0;10395.0
"MDA";"Moldova";"2006";1358150.0;1018070.0;21792.0
"MDA";"Moldova";"2007";1882830.0;1079870.0;52806.0
"MDA";"Moldova";"2008";2423420.0;1114560.0;115227.0
"MDA";"Moldova";"2009";2136410.0;1138730.0;187665.0
"MDA";"Moldova";"2010";2550590.0;1161150.0;270756.0
"MDA";"Moldova";"2011";3217260.0;1179950.0;356324.0
"MDA";"Moldova";"2012";3584280.0;1205770.0;418519.0
"MDA";"Moldova";"2013";3696830.0;1221470.0;469367.0
"MDA";"Moldova";"2014";3738120.0;1218270.0;509195.0
"MDA";"Moldova";"2015";3713140.0;1202470.0;534393.0
"MDA";"Moldova";"2016";3788490.0;1171290.0;557403.0
"MDA";"Moldova";"2017";3746640.0;1143850.0;584330.0
"MDA";"Moldova";"2018";3636930.0;1108200.0;623135.0
"MDA";"Moldova";"2019";3613850.0;1071510.0;670530.0
"MDA";"Moldova";"2020";3420380.0;1027690.0;719001.0
"MDG";"Madagascar";"2006";1045890.0;129809.0;1361.0
"MDG";"Madagascar";"2007";2217610.0;133894.0;2354.0
"MDG";"Madagascar";"2008";4835240.0;164851.0;3488.0
"MDG";"Madagascar";"2009";6283800.0;186150.0;4576.0
"MDG";"Madagascar";"2010";7711720.0;142065.0;5391.0
"MDG";"Madagascar";"2011";8680770.0;138322.0;6852.0
"MDG";"Madagascar";"2012";8778600.0;143227.0;31077.0
"MDG";"Madagascar";"2013";8461120.0;145772.0;37988.0
"MDG";"Madagascar";"2014";9713880.0;148555.0;24835.0
"MDG";"Madagascar";"2015";10693800.0;148635.0;23694.0
"MDG";"Madagascar";"2016";7998250.0;148585.0;26385.0
"MDG";"Madagascar";"2017";8730500.0;68792.0;25062.0
"MDG";"Madagascar";"2018";10654700.0;69046.0;27211.0
"MDG";"Madagascar";"2019";13003000.0;69000.0;30000.0
"MDG";"Madagascar";"2020";15869000.0;69000.0;32000.0
"MDV";"Maldives";"2002";41899.0;28651.0;190.0
"MDV";"Maldives";"2003";66466.0;30056.0;503.0
"MDV";"Maldives";"2004";113246.0;31503.0;717.0
"MDV";"Maldives";"2005";203620.0;32296.0;3260.0
"MDV";"Maldives";"2006";271053.0;32181.0;6274.0
"MDV";"Maldives";"2007";313539.0;33063.0;10405.0
"MDV";"Maldives";"2008";435627.0;46925.0;15359.0
"MDV";"Maldives";"2009";457770.0;30490.0;15380.0
"MDV";"Maldives";"2010";494351.0;28376.0;15553.0
"MDV";"Maldives";"2011";530449.0;24084.0;17638.0
"MDV";"Maldives";"2012";560547.0;23140.0;18059.0
"MDV";"Maldives";"2013";625161.0;22557.0;20351.0
"MDV";"Maldives";"2014";665818.0;22549.0;19842.0
"MDV";"Maldives";"2015";739790.0;21911.0;23175.0
"MDV";"Maldives";"2016";812128.0;21137.0;29309.0
"MDV";"Maldives";"2017";900120.0;20378.0;36534.0
"MDV";"Maldives";"2018";857934.0;18754.0;47395.0
"MDV";"Maldives";"2019";828042.0;16664.0;53169.0
"MDV";"Maldives";"2020";717708.0;14508.0;63685.0
"MEX";"Mexico";"2000";14077900.0;12331700.0;15000.0
"MEX";"Mexico";"2001";21757600.0;13774100.0;50000.0
"MEX";"Mexico";"2002";25928300.0;14975100.0;231486.0
"MEX";"Mexico";"2003";30097700.0;16330100.0;428371.0
"MEX";"Mexico";"2004";38451100.0;18073200.0;1057280.0
"MEX";"Mexico";"2005";47128700.0;19512000.0;1922350.0
"MEX";"Mexico";"2006";55395500.0;19861300.0;3020000.0
"MEX";"Mexico";"2007";66559500.0;19997900.0;4504420.0
"MEX";"Mexico";"2008";75303500.0;20491400.0;7532630.0
"MEX";"Mexico";"2009";83193600.0;19505600.0;9641170.0
"MEX";"Mexico";"2010";91383500.0;19918600.0;10582900.0
"MEX";"Mexico";"2011";94583300.0;19996800.0;11566100.0
"MEX";"Mexico";"2012";100727000.0;20587800.0;13077300.0
"MEX";"Mexico";"2013";106747000.0;18593500.0;12747900.0
"MEX";"Mexico";"2014";104948000.0;18559700.0;13032500.0
"MEX";"Mexico";"2015";107688000.0;20170900.0;14757700.0
"MEX";"Mexico";"2016";111731000.0;20820100.0;15924000.0
"MEX";"Mexico";"2017";114329000.0;20752700.0;17000500.0
"MEX";"Mexico";"2018";120165000.0;21647100.0;18358900.0
"MEX";"Mexico";"2019";122035000.0;22678200.0;19353100.0
"MEX";"Mexico";"2020";122898000.0;24500500.0;21936100.0
"MHL";"MarshallNULLIslands";"2014";15500.0;2361.0;1372.0
"MKD";"NorthNULLMacedonia";"2005";1131010.0;533656.0;12436.0
"MKD";"NorthNULLMacedonia";"2006";1263840.0;490887.0;36485.0
"MKD";"NorthNULLMacedonia";"2007";1794430.0;463638.0;100507.0
"MKD";"NorthNULLMacedonia";"2008";1967530.0;457122.0;181012.0
"MKD";"NorthNULLMacedonia";"2009";1943220.0;437301.0;232783.0
"MKD";"NorthNULLMacedonia";"2010";2153420.0;413091.0;258741.0
"MKD";"NorthNULLMacedonia";"2011";2213220.0;422053.0;281565.0
"MKD";"NorthNULLMacedonia";"2012";2235460.0;408318.0;312272.0
"MKD";"NorthNULLMacedonia";"2013";2237250.0;396523.0;338486.0
"MKD";"NorthNULLMacedonia";"2014";2224440.0;383590.0;354094.0
"MKD";"NorthNULLMacedonia";"2015";2083580.0;371003.0;364421.0
"MKD";"NorthNULLMacedonia";"2016";2050490.0;368370.0;381531.0
"MKD";"NorthNULLMacedonia";"2017";2008010.0;366529.0;396295.0
"MKD";"NorthNULLMacedonia";"2018";1969110.0;382901.0;427964.0
"MKD";"NorthNULLMacedonia";"2019";1921010.0;400454.0;454300.0
"MKD";"NorthNULLMacedonia";"2020";1862140.0;415390.0;475569.0
"MLI";"Mali";"2006";1512950.0;82521.0;3085.0
"MLI";"Mali";"2007";2530890.0;80005.0;3200.0
"MLI";"Mali";"2008";3438570.0;81076.0;5272.0
"MLI";"Mali";"2009";4460540.0;84796.0;8244.0
"MLI";"Mali";"2010";7440380.0;114546.0;8019.0
"MLI";"Mali";"2011";10821900.0;104696.0;8482.0
"MLI";"Mali";"2012";14612800.0;111979.0;4320.0
"MLI";"Mali";"2013";19749400.0;126362.0;2909.0
"MLI";"Mali";"2015";22698900.0;169006.0;3499.0
"MLI";"Mali";"2016";20217700.0;200812.0;21444.0
"MLI";"Mali";"2017";22034100.0;214893.0;15400.0
"MLI";"Mali";"2018";21955600.0;228097.0;120934.0
"MLI";"Mali";"2019";22925500.0;242241.0;142522.0
"MLI";"Mali";"2020";25315600.0;281638.0;243806.0
"MLT";"Malta";"2000";114444.0;204193.0;1656.0
"MLT";"Malta";"2001";239416.0;207745.0;9157.0
"MLT";"Malta";"2002";276859.0;207269.0;17679.0
"MLT";"Malta";"2003";289992.0;208271.0;22736.0
"MLT";"Malta";"2004";306067.0;206529.0;37642.0
"MLT";"Malta";"2005";323980.0;202116.0;51409.0
"MLT";"Malta";"2006";346771.0;208361.0;52948.0
"MLT";"Malta";"2007";368530.0;230433.0;83982.0
"MLT";"Malta";"2008";385636.0;241115.0;98209.0
"MLT";"Malta";"2009";422083.0;246890.0;113656.0
"MLT";"Malta";"2010";455579.0;247635.0;125889.0
"MLT";"Malta";"2011";521748.0;232203.0;128678.0
"MLT";"Malta";"2012";532228.0;229740.0;135758.0
"MLT";"Malta";"2013";556652.0;231331.0;143010.0
"MLT";"Malta";"2014";546229.0;230361.0;151557.0
"MLT";"Malta";"2015";524161.0;230226.0;163205.0
"MLT";"Malta";"2016";585470.0;234368.0;171263.0
"MLT";"Malta";"2017";604759.0;240280.0;181318.0
"MLT";"Malta";"2018";615843.0;255437.0;191833.0
"MLT";"Malta";"2019";634386.0;256838.0;202513.0
"MLT";"Malta";"2020";633123.0;259456.0;213419.0
"MMR";"Myanmar";"2005";128700.0;503930.0;243.0
"MMR";"Myanmar";"2006";214214.0;571293.0;3961.0
"MMR";"Myanmar";"2007";247641.0;464090.0;6466.0
"MMR";"Myanmar";"2008";367388.0;504445.0;9995.0
"MMR";"Myanmar";"2009";502005.0;444265.0;23240.0
"MMR";"Myanmar";"2010";594000.0;493314.0;22950.0
"MMR";"Myanmar";"2011";1243620.0;523865.0;21898.0
"MMR";"Myanmar";"2015";40993700.0;514920.0;32921.0
"MMR";"Myanmar";"2016";50586400.0;514385.0;89686.0
"MMR";"Myanmar";"2017";47946700.0;556112.0;111567.0
"MMR";"Myanmar";"2018";61144000.0;520863.0;129050.0
"MMR";"Myanmar";"2019";81945500.0;522605.0;485853.0
"MMR";"Myanmar";"2020";78548300.0;523951.0;688815.0
"MNE";"Montenegro";"2005";543220.0;170933.0;7665.0
"MNE";"Montenegro";"2007";900000.0;176289.0;17852.0
"MNE";"Montenegro";"2008";1158030.0;174046.0;39749.0
"MNE";"Montenegro";"2009";1294170.0;171749.0;59329.0
"MNE";"Montenegro";"2010";1170000.0;170553.0;64665.0
"MNE";"Montenegro";"2011";1159110.0;170856.0;64712.0
"MNE";"Montenegro";"2012";990869.0;169803.0;87768.0
"MNE";"Montenegro";"2013";993902.0;169032.0;95721.0
"MNE";"Montenegro";"2014";1013300.0;164671.0;103863.0
"MNE";"Montenegro";"2015";1007890.0;154448.0;112394.0
"MNE";"Montenegro";"2016";1040750.0;148015.0;114848.0
"MNE";"Montenegro";"2017";1044670.0;152155.0;137426.0
"MNE";"Montenegro";"2018";1134410.0;172880.0;159029.0
"MNE";"Montenegro";"2019";1151000.0;188175.0;178781.0
"MNE";"Montenegro";"2020";1080090.0;191768.0;184176.0
"MNG";"Mongolia";"2001";195000.0;124315.0;49.0
"MNG";"Mongolia";"2002";216000.0;128000.0;90.0
"MNG";"Mongolia";"2003";319000.0;138137.0;500.0
"MNG";"Mongolia";"2004";428695.0;145981.0;900.0
"MNG";"Mongolia";"2005";557207.0;156045.0;1800.0
"MNG";"Mongolia";"2006";774900.0;195122.0;3500.0
"MNG";"Mongolia";"2007";1194580.0;183440.0;7395.0
"MNG";"Mongolia";"2008";1763180.0;200494.0;32504.0
"MNG";"Mongolia";"2009";2249020.0;188875.0;40077.0
"MNG";"Mongolia";"2010";2510470.0;193239.0;76754.0
"MNG";"Mongolia";"2011";2942310.0;187561.0;94052.0
"MNG";"Mongolia";"2012";3375200.0;176706.0;110165.0
"MNG";"Mongolia";"2013";2877580.0;175698.0;139729.0
"MNG";"Mongolia";"2014";3027240.0;228327.0;197247.0
"MNG";"Mongolia";"2015";3068160.0;255634.0;208047.0
"MNG";"Mongolia";"2016";3367570.0;225287.0;226147.0
"MNG";"Mongolia";"2017";3886170.0;292594.0;285093.0
"MNG";"Mongolia";"2018";4222040.0;369853.0;306150.0
"MNG";"Mongolia";"2019";4418920.0;351361.0;317317.0
"MNG";"Mongolia";"2020";4363920.0;160153.0;307166.0
"MOZ";"Mozambique";"2006";2339320.0;70313.0;2201.0
"MOZ";"Mozambique";"2007";3079780.0;78000.0;6367.0
"MOZ";"Mozambique";"2008";4405010.0;78324.0;11135.0
"MOZ";"Mozambique";"2009";5970780.0;82447.0;13748.0
