"Code";"Country_name";"Year";"Mobile_cellular_subscriptions";"Landline_phone_subscriptions";"Landline_internet_subscriptions"
"ABW";"Aruba";"2003";69952.0;37390.0;1399.0
"ABW";"Aruba";"2004";98389.0;38003.0;6963.0
"ABW";"Aruba";"2005";103417.0;38259.0;12274.0
"ABW";"Aruba";"2006";109030.0;38651.0;13953.0
"ABW";"Aruba";"2007";113586.0;38609.0;15996.0
"ABW";"Aruba";"2008";120806.0;38461.0;18396.0
"ABW";"Aruba";"2009";128000.0;36700.0;18800.0
"ABW";"Aruba";"2010";131800.0;35040.0;19217.0
"ABW";"Aruba";"2013";138800.0;35000.0;19200.0
"ABW";"Aruba";"2014";139700.0;35000.0;19200.0
"ABW";"Aruba";"2015";141000.0;35000.0;19000.0
"ABW";"Aruba";"2019";141000.0;35000.0;19000.0
"ABW";"Aruba";"2020";141000.0;35000.0;19000.0
"AFG";"Afghanistan";"2009";10500000.0;5130.0;1000.0
"AFG";"Afghanistan";"2010";10215800.0;16620.0;1500.0
"AFG";"Afghanistan";"2012";15340100.0;90017.0;1500.0
"AFG";"Afghanistan";"2013";16807200.0;95769.0;1500.0
"AFG";"Afghanistan";"2014";18407200.0;101931.0;1500.0
"AFG";"Afghanistan";"2015";19709000.0;110000.0;7067.0
"AFG";"Afghanistan";"2016";21603000.0;114192.0;8801.0
"AFG";"Afghanistan";"2017";23929700.0;118769.0;9182.0
"AFG";"Afghanistan";"2018";21976400.0;127794.0;15999.0
"AFG";"Afghanistan";"2019";22580100.0;134636.0;19683.0
"AFG";"Afghanistan";"2020";22678000.0;145787.0;26570.0
"AGO";"Angola";"2006";3054620.0;98165.0;7458.0
"AGO";"Angola";"2007";4961540.0;94294.0;11700.0
"AGO";"Angola";"2008";6773360.0;114296.0;15942.0
"AGO";"Angola";"2009";8109420.0;303179.0;15000.0
"AGO";"Angola";"2010";9403360.0;281122.0;15000.0
"AGO";"Angola";"2011";12073200.0;159485.0;15817.0
"AGO";"Angola";"2012";12785100.0;208345.0;20512.0
"AGO";"Angola";"2013";13285200.0;214950.0;22282.0
"AGO";"Angola";"2014";14052600.0;287416.0;87750.0
"AGO";"Angola";"2015";13884500.0;284925.0;153571.0
"AGO";"Angola";"2016";13001100.0;304493.0;84724.0
"AGO";"Angola";"2017";13324000.0;161070.0;96919.0
"AGO";"Angola";"2018";13288400.0;171858.0;109561.0
"AGO";"Angola";"2019";14830200.0;124726.0;119068.0
"AGO";"Angola";"2020";14645000.0;119164.0;230610.0
"ALB";"Albania";"2005";1530240.0;278973.0;272.0
"ALB";"Albania";"2006";1909880.0;256000.0;272.0
"ALB";"Albania";"2007";2322440.0;300000.0;10000.0
"ALB";"Albania";"2008";1859630.0;343591.0;64000.0
"ALB";"Albania";"2009";2463740.0;363000.0;92000.0
"ALB";"Albania";"2010";2692370.0;333066.0;105539.0
"ALB";"Albania";"2011";3100000.0;338844.0;128210.0
"ALB";"Albania";"2012";3500000.0;312000.0;160088.0
"ALB";"Albania";"2013";3685980.0;281200.0;182556.0
"ALB";"Albania";"2014";3359650.0;235734.0;207964.0
"ALB";"Albania";"2015";3400960.0;226718.0;242870.0
"ALB";"Albania";"2016";3369760.0;248640.0;266379.0
"ALB";"Albania";"2017";3625700.0;246720.0;303612.0
"ALB";"Albania";"2018";2714880.0;248631.0;361947.0
"ALB";"Albania";"2019";2630080.0;242859.0;436192.0
"ALB";"Albania";"2020";2618880.0;223469.0;508937.0
"AND";"Andorra";"2002";32790.0;34922.0;1148.0
"AND";"Andorra";"2003";51893.0;35171.0;3601.0
"AND";"Andorra";"2004";58366.0;35040.0;6282.0
"AND";"Andorra";"2005";64560.0;35444.0;10341.0
"AND";"Andorra";"2006";69004.0;36507.0;14616.0
"AND";"Andorra";"2007";63503.0;37153.0;18526.0
"AND";"Andorra";"2008";64202.0;37375.0;20672.0
"AND";"Andorra";"2009";64549.0;37882.0;22941.0
"AND";"Andorra";"2010";65495.0;38171.0;24502.0
"AND";"Andorra";"2011";65044.0;38401.0;25763.0
"AND";"Andorra";"2012";63865.0;38320.0;26905.0
"AND";"Andorra";"2013";63931.0;38572.0;27734.0
"AND";"Andorra";"2014";66241.0;38237.0;28770.0
"AND";"Andorra";"2015";71336.0;38850.0;30694.0
"AND";"Andorra";"2016";76132.0;38694.0;32490.0
"AND";"Andorra";"2017";80337.0;38411.0;34284.0
"AND";"Andorra";"2018";82614.0;39375.0;35663.0
"AND";"Andorra";"2019";87909.0;39657.0;36358.0
"AND";"Andorra";"2020";94000.0;40000.0;37000.0
"ARE";"UnitedNULLArabNULLEmirates";"1999";832267.0;975178.0;367.0
"ARE";"UnitedNULLArabNULLEmirates";"2000";1428120.0;1020100.0;1973.0
"ARE";"UnitedNULLArabNULLEmirates";"2001";1909300.0;1052930.0;8374.0
"ARE";"UnitedNULLArabNULLEmirates";"2002";2428070.0;1093650.0;16632.0
"ARE";"UnitedNULLArabNULLEmirates";"2003";2972330.0;1135760.0;30327.0
"ARE";"UnitedNULLArabNULLEmirates";"2004";3683120.0;1187730.0;56146.0
"ARE";"UnitedNULLArabNULLEmirates";"2005";4534140.0;1236860.0;129320.0
"ARE";"UnitedNULLArabNULLEmirates";"2006";5519290.0;1309680.0;240620.0
"ARE";"UnitedNULLArabNULLEmirates";"2007";7731510.0;1385520.0;379800.0
"ARE";"UnitedNULLArabNULLEmirates";"2008";9357740.0;1595990.0;557577.0
"ARE";"UnitedNULLArabNULLEmirates";"2009";10700000.0;1580150.0;690424.0
"ARE";"UnitedNULLArabNULLEmirates";"2010";10926000.0;1479480.0;786818.0
"ARE";"UnitedNULLArabNULLEmirates";"2011";11727400.0;1825500.0;866968.0
"ARE";"UnitedNULLArabNULLEmirates";"2012";13775300.0;1967490.0;954988.0
"ARE";"UnitedNULLArabNULLEmirates";"2013";16063500.0;2086020.0;1041930.0
"ARE";"UnitedNULLArabNULLEmirates";"2014";16819000.0;2103040.0;1091760.0
"ARE";"UnitedNULLArabNULLEmirates";"2015";17942600.0;2258650.0;1234450.0
"ARE";"UnitedNULLArabNULLEmirates";"2016";19905100.0;2285810.0;1297580.0
"ARE";"UnitedNULLArabNULLEmirates";"2017";19826200.0;2320840.0;2761830.0
"ARE";"UnitedNULLArabNULLEmirates";"2018";20081000.0;2341390.0;3024560.0
"ARE";"UnitedNULLArabNULLEmirates";"2019";19602800.0;2362600.0;3045960.0
"ARE";"UnitedNULLArabNULLEmirates";"2020";18374300.0;2380870.0;3245120.0
"ARG";"Argentina";"2001";6741790.0;8131440.0;94000.0
"ARG";"Argentina";"2002";6566740.0;7708570.0;148000.0
"ARG";"Argentina";"2003";7842230.0;8603870.0;258849.0
"ARG";"Argentina";"2004";13512400.0;8760570.0;542879.0
"ARG";"Argentina";"2005";22156400.0;9441670.0;926722.0
"ARG";"Argentina";"2006";31510400.0;9459790.0;1583710.0
"ARG";"Argentina";"2007";40401800.0;9500000.0;2600000.0
"ARG";"Argentina";"2008";46508800.0;9742830.0;3114740.0
"ARG";"Argentina";"2009";52482800.0;9768140.0;3511030.0
"ARG";"Argentina";"2010";57082300.0;9914210.0;4028240.0
"ARG";"Argentina";"2011";60722700.0;9722520.0;4572020.0
"ARG";"Argentina";"2012";64327600.0;9455640.0;5148580.0
"ARG";"Argentina";"2013";67361500.0;9662080.0;6251020.0
"ARG";"Argentina";"2014";61234200.0;9822460.0;6519460.0
"ARG";"Argentina";"2015";61842000.0;10073100.0;6855840.0
"ARG";"Argentina";"2016";63719800.0;10164800.0;7251670.0
"ARG";"Argentina";"2017";61897400.0;9744370.0;7842780.0
"ARG";"Argentina";"2018";58598000.0;9764010.0;8473660.0
"ARG";"Argentina";"2019";56352900.0;7757240.0;8793180.0
"ARG";"Argentina";"2020";54763900.0;7356160.0;9571560.0
"ARM";"Armenia";"2001";25504.0;531456.0;6.0
"ARM";"Armenia";"2002";71349.0;542846.0;8.0
"ARM";"Armenia";"2003";114379.0;563679.0;10.0
"ARM";"Armenia";"2004";203309.0;578973.0;1000.0
"ARM";"Armenia";"2005";318044.0;594404.0;1990.0
"ARM";"Armenia";"2007";1876410.0;624700.0;3900.0
"ARM";"Armenia";"2008";1442000.0;626600.0;13799.0
"ARM";"Armenia";"2009";2191500.0;599900.0;39888.0
"ARM";"Armenia";"2010";3865350.0;592300.0;93586.0
"ARM";"Armenia";"2011";3211220.0;586943.0;160573.0
"ARM";"Armenia";"2012";3322840.0;583685.0;212053.0
"ARM";"Armenia";"2013";3346280.0;578450.0;243058.0
"ARM";"Armenia";"2014";3459140.0;572772.0;272885.0
"ARM";"Armenia";"2015";3464490.0;551366.0;286319.0
"ARM";"Armenia";"2016";3434570.0;531624.0;299170.0
"ARM";"Armenia";"2017";3488520.0;501013.0;315319.0
"ARM";"Armenia";"2018";3579260.0;477932.0;347448.0
"ARM";"Armenia";"2019";3618750.0;451571.0;385704.0
"ARM";"Armenia";"2020";3488800.0;427539.0;430407.0
"ATG";"AntiguaNULLandNULLBarbuda";"2004";54000.0;38000.0;1662.0
"ATG";"AntiguaNULLandNULLBarbuda";"2005";86000.0;36480.0;5801.0
"ATG";"AntiguaNULLandNULLBarbuda";"2006";110177.0;37500.0;1541.0
"ATG";"AntiguaNULLandNULLBarbuda";"2007";112381.0;37900.0;2266.0
"ATG";"AntiguaNULLandNULLBarbuda";"2008";136592.0;38000.0;4986.0
"ATG";"AntiguaNULLandNULLBarbuda";"2009";134925.0;37350.0;16014.0
"ATG";"AntiguaNULLandNULLBarbuda";"2010";167970.0;36322.0;7119.0
"ATG";"AntiguaNULLandNULLBarbuda";"2011";176008.0;35484.0;6000.0
"ATG";"AntiguaNULLandNULLBarbuda";"2012";127381.0;33159.0;13070.0
"ATG";"AntiguaNULLandNULLBarbuda";"2013";114358.0;33133.0;15647.0
"ATG";"AntiguaNULLandNULLBarbuda";"2014";120041.0;19915.0;10754.0
"ATG";"AntiguaNULLandNULLBarbuda";"2015";176000.0;20000.0;10000.0
"ATG";"AntiguaNULLandNULLBarbuda";"2016";180000.0;22504.0;9261.0
"ATG";"AntiguaNULLandNULLBarbuda";"2017";184000.0;24000.0;9000.0
"ATG";"AntiguaNULLandNULLBarbuda";"2019";184000.0;27000.0;8000.0
"ATG";"AntiguaNULLandNULLBarbuda";"2020";184000.0;27000.0;8000.0
"AUS";"Australia";"2001";11132000.0;10060000.0;122800.0
"AUS";"Australia";"2002";12670000.0;10400000.0;258100.0
"AUS";"Australia";"2003";14347000.0;10460000.0;516800.0
"AUS";"Australia";"2004";16480000.0;10370000.0;1012000.0
"AUS";"Australia";"2005";18420000.0;10120000.0;2016000.0
"AUS";"Australia";"2006";19760000.0;9940000.0;3900000.0
"AUS";"Australia";"2007";21260000.0;9760000.0;3900000.0
"AUS";"Australia";"2008";22120000.0;9370000.0;5315000.0
"AUS";"Australia";"2009";22200000.0;10709000.0;5221000.0
"AUS";"Australia";"2010";22500000.0;10625000.0;5510000.0
"AUS";"Australia";"2011";23789000.0;10573000.0;5552000.0
"AUS";"Australia";"2012";24338000.0;10471000.0;5735000.0
"AUS";"Australia";"2013";24940000.0;10350000.0;5981000.0
"AUS";"Australia";"2014";25060000.0;9190000.0;6536000.0
"AUS";"Australia";"2015";25770000.0;8500000.0;6828000.0
"AUS";"Australia";"2016";26551000.0;8480000.0;7374000.0
"AUS";"Australia";"2017";26660000.0;8460000.0;7922000.0
"AUS";"Australia";"2018";27640000.0;8200000.0;8427320.0
"AUS";"Australia";"2019";27535000.0;6200000.0;8802600.0
"AUS";"Australia";"2020";27453000.0;6200000.0;9099620.0
"AUT";"Austria";"1999";4250390.0;3939000.0;50900.0
"AUT";"Austria";"2000";6117000.0;3997000.0;190500.0
"AUT";"Austria";"2001";6541000.0;3997000.0;320600.0
"AUT";"Austria";"2002";6736000.0;3883000.0;451000.0
"AUT";"Austria";"2003";7274000.0;3877000.0;601000.0
"AUT";"Austria";"2004";7992000.0;3821000.0;870000.0
"AUT";"Austria";"2005";8665000.0;3739000.0;1174000.0
"AUT";"Austria";"2006";9281000.0;3605000.0;1432000.0
"AUT";"Austria";"2007";9912000.0;3407000.0;1622000.0
"AUT";"Austria";"2008";10816000.0;3285000.0;1729000.0
"AUT";"Austria";"2009";11434000.0;3253000.0;1878520.0
"AUT";"Austria";"2010";12241000.0;3398000.0;2050400.0
"AUT";"Austria";"2011";13022600.0;3388000.0;2097700.0
"AUT";"Austria";"2012";13588000.0;3380000.0;2130200.0
"AUT";"Austria";"2013";13272000.0;3334000.0;2232500.0
"AUT";"Austria";"2014";12952600.0;3518900.0;2359000.0
"AUT";"Austria";"2015";13470600.0;3609900.0;2455500.0
"AUT";"Austria";"2016";11079500.0;3567200.0;2523300.0
"AUT";"Austria";"2017";10859000.0;3711200.0;2511400.0
"AUT";"Austria";"2018";10984000.0;3735350.0;2521200.0
"AUT";"Austria";"2019";10726000.0;3722130.0;2518900.0
"AUT";"Austria";"2020";10717400.0;3786720.0;2606000.0
"AZE";"Azerbaijan";"2002";794200.0;926000.0;1000.0
"AZE";"Azerbaijan";"2005";2242000.0;1094200.0;2184.0
"AZE";"Azerbaijan";"2006";3323500.0;1176980.0;3955.0
"AZE";"Azerbaijan";"2007";4519000.0;1253300.0;14600.0
"AZE";"Azerbaijan";"2008";6548000.0;1310500.0;60000.0
"AZE";"Azerbaijan";"2009";7757120.0;1401100.0;100000.0
"AZE";"Azerbaijan";"2010";9100110.0;1506580.0;475295.0
"AZE";"Azerbaijan";"2011";10120100.0;1683880.0;973869.0
"AZE";"Azerbaijan";"2012";10125200.0;1724000.0;1369590.0
"AZE";"Azerbaijan";"2013";10130100.0;1757860.0;1712180.0
"AZE";"Azerbaijan";"2014";10552500.0;1795450.0;1898070.0
"AZE";"Azerbaijan";"2015";10697100.0;1796030.0;1899460.0
"AZE";"Azerbaijan";"2016";10189000.0;1700230.0;1803660.0
"AZE";"Azerbaijan";"2017";10127000.0;1688320.0;1805210.0
"AZE";"Azerbaijan";"2018";10339700.0;1681410.0;1890910.0
"AZE";"Azerbaijan";"2019";10750300.0;1673210.0;1943010.0
"AZE";"Azerbaijan";"2020";10344300.0;1652690.0;1995470.0
"BDI";"Burundi";"2008";480584.0;30411.0;160.0
"BDI";"Burundi";"2009";920749.0;31121.0;160.0
"BDI";"Burundi";"2010";1678030.0;34972.0;352.0
"BDI";"Burundi";"2011";1914590.0;30010.0;497.0
"BDI";"Burundi";"2012";2247130.0;17394.0;702.0
"BDI";"Burundi";"2013";2536830.0;21253.0;1534.0
"BDI";"Burundi";"2014";3193260.0;21669.0;1700.0
"BDI";"Burundi";"2015";4997700.0;21774.0;2771.0
"BDI";"Burundi";"2016";5357820.0;19540.0;3245.0
"BDI";"Burundi";"2017";5920610.0;23409.0;3914.0
"BDI";"Burundi";"2018";6317960.0;24810.0;3935.0
"BDI";"Burundi";"2019";6532040.0;20936.0;3891.0
"BDI";"Burundi";"2020";6631150.0;18300.0;4230.0
"BEL";"Belgium";"1998";1756290.0;4856500.0;10924.0
"BEL";"Belgium";"1999";3186600.0;5008640.0;23000.0
"BEL";"Belgium";"2000";5629000.0;5036420.0;144215.0
"BEL";"Belgium";"2001";7697000.0;5131690.0;460011.0
"BEL";"Belgium";"2002";8101780.0;4931600.0;815418.0
"BEL";"Belgium";"2003";8605830.0;4875000.0;1242930.0
"BEL";"Belgium";"2004";9131700.0;4801000.0;1619940.0
"BEL";"Belgium";"2005";9600000.0;4794580.0;2010580.0
"BEL";"Belgium";"2006";9847380.0;4727800.0;2451580.0
"BEL";"Belgium";"2007";10738100.0;4847260.0;2729620.0
"BEL";"Belgium";"2008";11341700.0;4734520.0;2982500.0
"BEL";"Belgium";"2009";11775200.0;4636080.0;3153260.0
"BEL";"Belgium";"2010";12154000.0;4639780.0;3373140.0
"BEL";"Belgium";"2011";12495900.0;4634250.0;3543760.0
"BEL";"Belgium";"2012";12313400.0;4634780.0;3692010.0
"BEL";"Belgium";"2013";12315200.0;4586500.0;3828920.0
"BEL";"Belgium";"2014";12734700.0;4532480.0;4011200.0
"BEL";"Belgium";"2015";12774100.0;4488710.0;4121050.0
"BEL";"Belgium";"2016";12550800.0;4371060.0;4270310.0
"BEL";"Belgium";"2017";11357300.0;4281820.0;4378970.0
"BEL";"Belgium";"2018";11447400.0;4106860.0;4502950.0
"BEL";"Belgium";"2019";11509600.0;3930410.0;4590710.0
"BEL";"Belgium";"2020";11529700.0;3634640.0;4734210.0
"BEN";"Benin";"2002";218770.0;62669.0;21.0
"BEN";"Benin";"2003";236175.0;66511.0;21.0
"BEN";"Benin";"2004";459322.0;72789.0;81.0
"BEN";"Benin";"2005";596267.0;76267.0;196.0
"BEN";"Benin";"2006";1055730.0;77342.0;1498.0
"BEN";"Benin";"2007";2051780.0;110765.0;710.0
"BEN";"Benin";"2008";3625370.0;115289.0;8424.0
"BEN";"Benin";"2009";5030000.0;127149.0;19061.0
"BEN";"Benin";"2010";7074910.0;133427.0;27034.0
"BEN";"Benin";"2011";7765210.0;152715.0;37535.0
"BEN";"Benin";"2012";8407850.0;156715.0;41761.0
"BEN";"Benin";"2013";9627450.0;159443.0;42477.0
"BEN";"Benin";"2014";8660430.0;195662.0;45419.0
"BEN";"Benin";"2015";9317960.0;194666.0;73263.0
"BEN";"Benin";"2016";8892490.0;124883.0;22298.0
"BEN";"Benin";"2017";8773040.0;56787.0;28615.0
"BEN";"Benin";"2018";9461870.0;48508.0;27034.0
"BEN";"Benin";"2019";10349800.0;35917.0;25435.0
"BEN";"Benin";"2020";11140900.0;32386.0;29981.0
"BFA";"BurkinaNULLFaso";"2002";111013.0;61908.0;50.0
"BFA";"BurkinaNULLFaso";"2003";238094.0;66639.0;145.0
"BFA";"BurkinaNULLFaso";"2004";395939.0;85225.0;154.0
"BFA";"BurkinaNULLFaso";"2005";633554.0;91191.0;384.0
"BFA";"BurkinaNULLFaso";"2006";1016600.0;94758.0;1715.0
"BFA";"BurkinaNULLFaso";"2007";1858040.0;116746.0;6732.0
"BFA";"BurkinaNULLFaso";"2008";3024150.0;148157.0;10266.0
"BFA";"BurkinaNULLFaso";"2009";3823620.0;152461.0;11947.0
"BFA";"BurkinaNULLFaso";"2010";5707850.0;143963.0;13705.0
"BFA";"BurkinaNULLFaso";"2011";7682100.0;141529.0;14063.0
"BFA";"BurkinaNULLFaso";"2012";9976100.0;141358.0;14328.0
"BFA";"BurkinaNULLFaso";"2013";11240900.0;137421.0;12962.0
"BFA";"BurkinaNULLFaso";"2014";12494400.0;124595.0;5408.0
"BFA";"BurkinaNULLFaso";"2015";14446900.0;75075.0;9354.0
"BFA";"BurkinaNULLFaso";"2016";15404000.0;75727.0;12384.0
"BFA";"BurkinaNULLFaso";"2017";17946400.0;76000.0;12361.0
"BFA";"BurkinaNULLFaso";"2018";19339100.0;76760.0;13818.0
"BFA";"BurkinaNULLFaso";"2019";20364500.0;75291.0;12015.0
"BFA";"BurkinaNULLFaso";"2020";22117200.0;75039.0;13979.0
"BGD";"Bangladesh";"2007";34370000.0;1186920.0;43710.0
"BGD";"Bangladesh";"2008";44640000.0;1344460.0;50000.0
"BGD";"Bangladesh";"2009";51359300.0;1234900.0;316699.0
"BGD";"Bangladesh";"2010";67923900.0;1280780.0;414569.0
"BGD";"Bangladesh";"2011";84368700.0;977700.0;468500.0
"BGD";"Bangladesh";"2012";97180000.0;961589.0;600461.0
"BGD";"Bangladesh";"2013";116553000.0;1082350.0;1525320.0
"BGD";"Bangladesh";"2014";126866000.0;974181.0;3093170.0
"BGD";"Bangladesh";"2015";131376000.0;864263.0;4892940.0
"BGD";"Bangladesh";"2016";135982000.0;766183.0;6592400.0
"BGD";"Bangladesh";"2017";150945000.0;707568.0;7300500.0
"BGD";"Bangladesh";"2018";161772000.0;1449650.0;8052890.0
"BGD";"Bangladesh";"2019";165572000.0;1449650.0;8085500.0
"BGD";"Bangladesh";"2020";176279000.0;1390050.0;10052800.0
"BGR";"Bulgaria";"2004";4729730.0;2726800.0;6651.0
"BGR";"Bulgaria";"2005";6244920.0;2490020.0;165469.0
"BGR";"Bulgaria";"2006";8253420.0;2399420.0;384672.0
"BGR";"Bulgaria";"2007";9897480.0;2300360.0;629076.0
"BGR";"Bulgaria";"2008";10429000.0;2189770.0;843552.0
"BGR";"Bulgaria";"2009";10454800.0;2205390.0;998035.0
"BGR";"Bulgaria";"2010";10199900.0;2164260.0;1124720.0
"BGR";"Bulgaria";"2011";10475100.0;2272830.0;1256800.0
"BGR";"Bulgaria";"2012";10780700.0;2132900.0;1331750.0
"BGR";"Bulgaria";"2013";10486800.0;1942420.0;1421550.0
"BGR";"Bulgaria";"2014";9486930.0;1816970.0;1480890.0
"BGR";"Bulgaria";"2015";9194630.0;1654880.0;1614540.0
"BGR";"Bulgaria";"2016";8973870.0;1478980.0;1697590.0
"BGR";"Bulgaria";"2017";8532910.0;1289850.0;1796680.0
"BGR";"Bulgaria";"2018";8387160.0;1120390.0;1903950.0
"BGR";"Bulgaria";"2019";8134580.0;975355.0;2014770.0
"BGR";"Bulgaria";"2020";7945740.0;872757.0;2115050.0
"BHR";"Bahrain";"2001";299587.0;173855.0;1176.0
"BHR";"Bahrain";"2002";388990.0;175446.0;4980.0
"BHR";"Bahrain";"2003";443109.0;185756.0;9737.0
"BHR";"Bahrain";"2004";649764.0;191553.0;14956.0
"BHR";"Bahrain";"2005";767000.0;193520.0;21432.0
"BHR";"Bahrain";"2006";907433.0;194196.0;38628.0
"BHR";"Bahrain";"2007";1115980.0;203541.0;68253.0
"BHR";"Bahrain";"2008";1440780.0;220386.0;93618.0
"BHR";"Bahrain";"2009";1401970.0;238000.0;139513.0
"BHR";"Bahrain";"2010";1567000.0;228000.0;154912.0
"BHR";"Bahrain";"2011";1693650.0;276523.0;291521.0
"BHR";"Bahrain";"2012";2123900.0;299416.0;295387.0
"BHR";"Bahrain";"2013";2210190.0;291499.0;300056.0
"BHR";"Bahrain";"2014";2328990.0;284684.0;287572.0
"BHR";"Bahrain";"2015";2519060.0;280115.0;253041.0
"BHR";"Bahrain";"2016";2994860.0;279864.0;232385.0
"BHR";"Bahrain";"2017";2364480.0;284311.0;194163.0
"BHR";"Bahrain";"2018";2092710.0;274733.0;126316.0
"BHR";"Bahrain";"2019";1900360.0;273122.0;140992.0
"BHR";"Bahrain";"2020";1748670.0;274106.0;148928.0
"BHS";"Bahamas";"2001";60555.0;123302.0;4139.0
"BHS";"Bahamas";"2002";121759.0;126556.0;7540.0
"BHS";"Bahamas";"2003";122228.0;131856.0;10941.0
"BHS";"Bahamas";"2004";186007.0;139936.0;12803.0
"BHS";"Bahamas";"2005";227771.0;133074.0;13382.0
"BHS";"Bahamas";"2006";252987.0;131564.0;16591.0
"BHS";"Bahamas";"2007";373999.0;132854.0;20500.0
"BHS";"Bahamas";"2008";358050.0;132756.0;25500.0
"BHS";"Bahamas";"2009";358812.0;128964.0;31589.0
"BHS";"Bahamas";"2010";428377.0;129314.0;24702.0
"BHS";"Bahamas";"2011";298790.0;132995.0;15496.0
"BHS";"Bahamas";"2012";300000.0;135000.0;77930.0
"BHS";"Bahamas";"2013";287000.0;136000.0;72490.0
"BHS";"Bahamas";"2014";314842.0;125658.0;77168.0
"BHS";"Bahamas";"2015";311175.0;120925.0;81018.0
"BHS";"Bahamas";"2016";360200.0;121088.0;85128.0
"BHS";"Bahamas";"2017";353540.0;113852.0;86868.0
"BHS";"Bahamas";"2018";388707.0;113455.0;81208.0
"BHS";"Bahamas";"2019";425507.0;91129.0;82295.0
"BHS";"Bahamas";"2020";466000.0;91000.0;83000.0
"BIH";"BosniaNULLandNULLHerzegovina";"2000";93386.0;780000.0;27.0
"BIH";"BosniaNULLandNULLHerzegovina";"2001";444711.0;847026.0;68.0
"BIH";"BosniaNULLandNULLHerzegovina";"2002";748780.0;902836.0;213.0
"BIH";"BosniaNULLandNULLHerzegovina";"2003";1074790.0;938019.0;1500.0
"BIH";"BosniaNULLandNULLHerzegovina";"2004";1407440.0;951526.0;6637.0
"BIH";"BosniaNULLandNULLHerzegovina";"2005";1594370.0;968857.0;13702.0
"BIH";"BosniaNULLandNULLHerzegovina";"2006";1887820.0;989000.0;40000.0
"BIH";"BosniaNULLandNULLHerzegovina";"2007";2450420.0;1064450.0;84691.0
"BIH";"BosniaNULLandNULLHerzegovina";"2008";3179040.0;1031360.0;188460.0
"BIH";"BosniaNULLandNULLHerzegovina";"2009";3257240.0;998644.0;292113.0
"BIH";"BosniaNULLandNULLHerzegovina";"2010";3110230.0;998615.0;390902.0
"BIH";"BosniaNULLandNULLHerzegovina";"2011";3171280.0;955937.0;430247.0
"BIH";"BosniaNULLandNULLHerzegovina";"2012";3357540.0;886313.0;469397.0
"BIH";"BosniaNULLandNULLHerzegovina";"2013";3488320.0;846484.0;516104.0
"BIH";"BosniaNULLandNULLHerzegovina";"2014";3491190.0;847694.0;542405.0
"BIH";"BosniaNULLandNULLHerzegovina";"2015";3443520.0;772684.0;634987.0
"BIH";"BosniaNULLandNULLHerzegovina";"2016";3404040.0;744991.0;662468.0
"BIH";"BosniaNULLandNULLHerzegovina";"2017";3440080.0;759344.0;700347.0
"BIH";"BosniaNULLandNULLHerzegovina";"2018";3461060.0;792535.0;716366.0
"BIH";"BosniaNULLandNULLHerzegovina";"2019";3755520.0;728322.0;745887.0
"BIH";"BosniaNULLandNULLHerzegovina";"2020";3509670.0;706135.0;770424.0
"BLR";"Belarus";"2002";462630.0;2967160.0;20.0
"BLR";"Belarus";"2003";1118000.0;3071340.0;123.0
"BLR";"Belarus";"2004";2239290.0;3175890.0;750.0
"BLR";"Belarus";"2005";4100000.0;3284270.0;1564.0
"BLR";"Belarus";"2006";5960000.0;3367950.0;11419.0
"BLR";"Belarus";"2007";6960000.0;3671850.0;169806.0
"BLR";"Belarus";"2008";8128000.0;3718090.0;477980.0
"BLR";"Belarus";"2009";9686200.0;3983180.0;1092290.0
"BLR";"Belarus";"2010";10332900.0;4138600.0;1666630.0
"BLR";"Belarus";"2011";10694900.0;4207980.0;2098070.0
"BLR";"Belarus";"2012";10676500.0;4407040.0;2531840.0
"BLR";"Belarus";"2013";11114400.0;4468600.0;2785840.0
"BLR";"Belarus";"2014";11401900.0;4514320.0;2684350.0
"BLR";"Belarus";"2015";11448300.0;4540680.0;2903500.0
"BLR";"Belarus";"2016";11439900.0;4515380.0;3067530.0
"BLR";"Belarus";"2017";11415100.0;4499820.0;3163290.0
"BLR";"Belarus";"2018";11619700.0;4488800.0;3201520.0
"BLR";"Belarus";"2019";11627200.0;4452780.0;3214870.0
"BLR";"Belarus";"2020";11704100.0;4406560.0;3255550.0
"BLZ";"Belize";"2003";60403.0;33278.0;940.0
"BLZ";"Belize";"2004";75000.0;33716.0;2827.0
"BLZ";"Belize";"2005";96000.0;33770.0;5022.0
"BLZ";"Belize";"2006";118000.0;34325.0;7245.0
"BLZ";"Belize";"2007";118314.0;33905.0;7480.0
"BLZ";"Belize";"2008";160032.0;31124.0;8047.0
"BLZ";"Belize";"2009";161783.0;31168.0;8340.0
"BLZ";"Belize";"2010";194201.0;30288.0;8915.0
"BLZ";"Belize";"2011";222407.0;28844.0;9698.0
"BLZ";"Belize";"2012";172423.0;25415.0;9973.0
"BLZ";"Belize";"2013";174615.0;24051.0;9900.0
"BLZ";"Belize";"2014";172300.0;22700.0;9900.0
"BLZ";"Belize";"2015";211946.0;23603.0;17379.0
"BLZ";"Belize";"2016";222928.0;22400.0;18374.0
"BLZ";"Belize";"2017";239441.0;21084.0;19006.0
"BLZ";"Belize";"2018";246311.0;20869.0;24658.0
"BLZ";"Belize";"2019";254919.0;18500.0;29600.0
"BLZ";"Belize";"2020";264000.0;19000.0;36000.0
"BMU";"Bermuda";"2005";52700.0;52471.0;18487.0
